ZIP Code,State,USPS Default City for ZIP,Metro (CBSA),CBSA Code
36322,Alabama,Daleville,"Ozark, AL",37120
36323,Alabama,Elba,"Enterprise, AL",21460
36330,Alabama,Enterprise,"Enterprise, AL",21460
36340,Alabama,Geneva,"Dothan, AL",20020
36343,Alabama,Gordon,"Dothan, AL",20020
36344,Alabama,Hartford,"Dothan, AL",20020
36345,Alabama,Headland,"Dothan, AL",20020
36346,Alabama,Jack,"Enterprise, AL",21460
36349,Alabama,Malvern,"Dothan, AL",20020
36350,Alabama,Midland City,"Ozark, AL",37120
36351,Alabama,New Brockton,"Enterprise, AL",21460
36352,Alabama,Newton,"Dothan, AL",20020
36353,Alabama,Newville,"Dothan, AL",20020
36360,Alabama,Ozark,"Ozark, AL",37120
36361,Alabama,Ozark,"Ozark, AL",37120
36362,Alabama,Fort Novosel,"Ozark, AL",37120
36370,Alabama,Pansey,"Dothan, AL",20020
36371,Alabama,Pinckard,"Ozark, AL",37120
36373,Alabama,Shorterville,"Dothan, AL",20020
36374,Alabama,Skipperville,"Ozark, AL",37120
36375,Alabama,Slocomb,"Dothan, AL",20020
36376,Alabama,Webb,"Dothan, AL",20020
36401,Alabama,Evergreen,,
36420,Alabama,Andalusia,,
36421,Alabama,Andalusia,,
36425,Alabama,Beatrice,,
36426,Alabama,Brewton,,
36432,Alabama,Castleberry,,
36435,Alabama,Coy,,
36436,Alabama,Dickinson,,
36439,Alabama,Excel,,
36441,Alabama,Flomaton,,
36442,Alabama,Florala,,
36444,Alabama,Franklin,,
36445,Alabama,Frisco City,,
36446,Alabama,Fulton,,
36451,Alabama,Grove Hill,,
36453,Alabama,Kinston,"Enterprise, AL",21460
36454,Alabama,Lenox,,
36455,Alabama,Lockhart,,
36456,Alabama,Mc Kenzie,,
36458,Alabama,Mexia,,
36460,Alabama,Monroeville,,
36467,Alabama,Opp,,
36470,Alabama,Perdue Hill,,
36471,Alabama,Peterman,,
36473,Alabama,Range,,
36474,Alabama,Red Level,,
36475,Alabama,Repton,,
36476,Alabama,River Falls,,
36477,Alabama,Samson,"Dothan, AL",20020
36480,Alabama,Uriah,,
36481,Alabama,Vredenburgh,,
36482,Alabama,Whatley,,
36483,Alabama,Wing,,
36502,Alabama,Atmore,,
36503,Alabama,Atmore,,
36505,Alabama,Axis,"Mobile, AL",33660
36507,Alabama,Bay Minette,"Daphne-Fairhope-Foley, AL",19300
36509,Alabama,Bayou La Batre,"Mobile, AL",33660
36511,Alabama,Bon Secour,"Daphne-Fairhope-Foley, AL",19300
36512,Alabama,Bucks,"Mobile, AL",33660
36513,Alabama,Calvert,,
36518,Alabama,Chatom,,
36521,Alabama,Chunchula,"Mobile, AL",33660
36522,Alabama,Citronelle,"Mobile, AL",33660
36523,Alabama,Coden,"Mobile, AL",33660
36524,Alabama,Coffeeville,,
36525,Alabama,Creola,"Mobile, AL",33660
36526,Alabama,Daphne,"Daphne-Fairhope-Foley, AL",19300
36527,Alabama,Daphne,"Daphne-Fairhope-Foley, AL",19300
36528,Alabama,Dauphin Island,"Mobile, AL",33660
36529,Alabama,Deer Park,,
36530,Alabama,Elberta,"Daphne-Fairhope-Foley, AL",19300
36532,Alabama,Fairhope,"Daphne-Fairhope-Foley, AL",19300
36533,Alabama,Fairhope,"Daphne-Fairhope-Foley, AL",19300
36535,Alabama,Foley,"Daphne-Fairhope-Foley, AL",19300
36536,Alabama,Foley,"Daphne-Fairhope-Foley, AL",19300
36538,Alabama,Frankville,,
36539,Alabama,Fruitdale,,
36540,Alabama,Gainestown,,
36541,Alabama,Grand Bay,"Mobile, AL",33660
36542,Alabama,Gulf Shores,"Daphne-Fairhope-Foley, AL",19300
36543,Alabama,Huxford,,
36544,Alabama,Irvington,"Mobile, AL",33660
36545,Alabama,Jackson,,
36547,Alabama,Gulf Shores,"Daphne-Fairhope-Foley, AL",19300
36548,Alabama,Leroy,,
36549,Alabama,Lillian,"Daphne-Fairhope-Foley, AL",19300
36550,Alabama,Little River,"Daphne-Fairhope-Foley, AL",19300
36551,Alabama,Loxley,"Daphne-Fairhope-Foley, AL",19300
36553,Alabama,Mc Intosh,,
36555,Alabama,Magnolia Springs,"Daphne-Fairhope-Foley, AL",19300
36556,Alabama,Malcolm,,
36558,Alabama,Millry,,
36559,Alabama,Montrose,"Daphne-Fairhope-Foley, AL",19300
36560,Alabama,Mount Vernon,"Mobile, AL",33660
36561,Alabama,Orange Beach,"Daphne-Fairhope-Foley, AL",19300
36562,Alabama,Perdido,"Daphne-Fairhope-Foley, AL",19300
36564,Alabama,Point Clear,"Daphne-Fairhope-Foley, AL",19300
36567,Alabama,Robertsdale,"Daphne-Fairhope-Foley, AL",19300
36568,Alabama,Saint Elmo,"Mobile, AL",33660
36569,Alabama,Saint Stephens,,
36571,Alabama,Saraland,"Mobile, AL",33660
36572,Alabama,Satsuma,"Mobile, AL",33660
36574,Alabama,Seminole,"Daphne-Fairhope-Foley, AL",19300
36575,Alabama,Semmes,"Mobile, AL",33660
36576,Alabama,Silverhill,"Daphne-Fairhope-Foley, AL",19300
36577,Alabama,Spanish Fort,"Daphne-Fairhope-Foley, AL",19300
36578,Alabama,Stapleton,"Daphne-Fairhope-Foley, AL",19300
36579,Alabama,Stockton,"Daphne-Fairhope-Foley, AL",19300
36580,Alabama,Summerdale,"Daphne-Fairhope-Foley, AL",19300
36581,Alabama,Sunflower,,
36582,Alabama,Theodore,"Mobile, AL",33660
36583,Alabama,Tibbie,,
36584,Alabama,Vinegar Bend,,
36585,Alabama,Wagarville,,
36587,Alabama,Wilmer,"Mobile, AL",33660
36590,Alabama,Theodore,"Mobile, AL",33660
36601,Alabama,Mobile,"Mobile, AL",33660
36602,Alabama,Mobile,"Mobile, AL",33660
36603,Alabama,Mobile,"Mobile, AL",33660
36604,Alabama,Mobile,"Mobile, AL",33660
36605,Alabama,Mobile,"Mobile, AL",33660
36606,Alabama,Mobile,"Mobile, AL",33660
36607,Alabama,Mobile,"Mobile, AL",33660
36608,Alabama,Mobile,"Mobile, AL",33660
36609,Alabama,Mobile,"Mobile, AL",33660
36610,Alabama,Mobile,"Mobile, AL",33660
36611,Alabama,Mobile,"Mobile, AL",33660
36612,Alabama,Mobile,"Mobile, AL",33660
36613,Alabama,Eight Mile,"Mobile, AL",33660
36615,Alabama,Mobile,"Mobile, AL",33660
36616,Alabama,Mobile,"Mobile, AL",33660
36617,Alabama,Mobile,"Mobile, AL",33660
36618,Alabama,Mobile,"Mobile, AL",33660
36619,Alabama,Mobile,"Mobile, AL",33660
36633,Alabama,Mobile,"Mobile, AL",33660
36640,Alabama,Mobile,"Mobile, AL",33660
36644,Alabama,Mobile,"Mobile, AL",33660
36652,Alabama,Mobile,"Mobile, AL",33660
36660,Alabama,Mobile,"Mobile, AL",33660
36663,Alabama,Mobile,"Mobile, AL",33660
36670,Alabama,Mobile,"Mobile, AL",33660
36671,Alabama,Mobile,"Mobile, AL",33660
36675,Alabama,Mobile,"Mobile, AL",33660
36685,Alabama,Mobile,"Mobile, AL",33660
36688,Alabama,Mobile,"Mobile, AL",33660
36689,Alabama,Mobile,"Mobile, AL",33660
36691,Alabama,Mobile,"Mobile, AL",33660
36693,Alabama,Mobile,"Mobile, AL",33660
36695,Alabama,Mobile,"Mobile, AL",33660
36701,Alabama,Selma,"Selma, AL",42820
36703,Alabama,Selma,"Selma, AL",42820
36720,Alabama,Alberta,,
36722,Alabama,Arlington,,
36723,Alabama,Boykin,,
36726,Alabama,Camden,,
36727,Alabama,Campbell,,
36728,Alabama,Catherine,,
36732,Alabama,Demopolis,,
36736,Alabama,Dixons Mills,,
36738,Alabama,Faunsdale,,
36740,Alabama,Forkland,"Tuscaloosa, AL",46220
36741,Alabama,Furman,,
36742,Alabama,Gallion,,
36744,Alabama,Greensboro,"Tuscaloosa, AL",46220
36745,Alabama,Jefferson,,
36748,Alabama,Linden,,
36749,Alabama,Jones,"Montgomery, AL",33860
36750,Alabama,Maplesville,"Birmingham, AL",13820
36751,Alabama,Lower Peach Tree,,
36752,Alabama,Lowndesboro,"Montgomery, AL",33860
36753,Alabama,Mc Williams,,
36754,Alabama,Magnolia,,
36756,Alabama,Marion,,
36758,Alabama,Plantersville,"Selma, AL",42820
36759,Alabama,Marion Junction,"Selma, AL",42820
36761,Alabama,Minter,"Selma, AL",42820
36763,Alabama,Myrtlewood,,
36764,Alabama,Nanafalia,,
36765,Alabama,Newbern,"Tuscaloosa, AL",46220
36766,Alabama,Oak Hill,,
36767,Alabama,Orrville,"Selma, AL",42820
36768,Alabama,Pine Apple,,
36769,Alabama,Pine Hill,,
36773,Alabama,Safford,"Selma, AL",42820
36775,Alabama,Sardis,"Selma, AL",42820
36776,Alabama,Sawyerville,"Tuscaloosa, AL",46220
36782,Alabama,Sweet Water,,
36783,Alabama,Thomaston,,
36784,Alabama,Thomasville,,
36785,Alabama,Tyler,"Montgomery, AL",33860
36786,Alabama,Uniontown,,
36790,Alabama,Stanton,"Birmingham, AL",13820
36792,Alabama,Randolph,"Birmingham, AL",13820
36793,Alabama,Lawley,"Birmingham, AL",13820
36801,Alabama,Opelika,"Auburn-Opelika, AL",12220
36803,Alabama,Opelika,"Auburn-Opelika, AL",12220
36804,Alabama,Opelika,"Auburn-Opelika, AL",12220
36830,Alabama,Auburn,"Auburn-Opelika, AL",12220
36831,Alabama,Auburn,"Auburn-Opelika, AL",12220
36832,Alabama,Auburn,"Auburn-Opelika, AL",12220
36849,Alabama,Auburn University,"Alexander City, AL",10760
36850,Alabama,Camp Hill,"Alexander City, AL",10760
36851,Alabama,Cottonton,"Columbus, GA-AL",17980
36852,Alabama,Cusseta,"Auburn-Opelika, AL",12220
36853,Alabama,Dadeville,"Alexander City, AL",10760
36854,Alabama,Valley,"LaGrange, GA-AL",29300
36855,Alabama,Five Points,"LaGrange, GA-AL",29300
36856,Alabama,Fort Mitchell,"Columbus, GA-AL",17980
36858,Alabama,Hatchechubbee,"Columbus, GA-AL",17980
36860,Alabama,Hurtsboro,"Columbus, GA-AL",17980
36861,Alabama,Jacksons Gap,"Alexander City, AL",10760
36862,Alabama,Lafayette,"LaGrange, GA-AL",29300
36863,Alabama,Lanett,"LaGrange, GA-AL",29300
36865,Alabama,Loachapoka,"Auburn-Opelika, AL",12220
36866,Alabama,Notasulga,"Auburn-Opelika, AL",12220
36867,Alabama,Phenix City,"Columbus, GA-AL",17980
36868,Alabama,Phenix City,"Columbus, GA-AL",17980
36869,Alabama,Phenix City,"Columbus, GA-AL",17980
36870,Alabama,Phenix City,"Auburn-Opelika, AL",12220
36871,Alabama,Pittsview,"Columbus, GA-AL",17980
36874,Alabama,Salem,"Auburn-Opelika, AL",12220
36875,Alabama,Seale,"Columbus, GA-AL",17980
36877,Alabama,Smiths Station,"Auburn-Opelika, AL",12220
36879,Alabama,Waverly,"Auburn-Opelika, AL",12220
36901,Alabama,Bellamy,,
36904,Alabama,Butler,,
36907,Alabama,Cuba,,
36908,Alabama,Gilbertown,,
36910,Alabama,Jachin,,
36912,Alabama,Lisman,,
36913,Alabama,Melvin,,
36915,Alabama,Needham,,
36916,Alabama,Pennington,,
36919,Alabama,Silas,,
36921,Alabama,Toxey,,
36922,Alabama,Ward,,
36925,Alabama,York,,
99501,Alaska,Anchorage,"Anchorage, AK",11260
99502,Alaska,Anchorage,"Anchorage, AK",11260
99503,Alaska,Anchorage,"Anchorage, AK",11260
99504,Alaska,Anchorage,"Anchorage, AK",11260
99505,Alaska,Jber,"Anchorage, AK",11260
99506,Alaska,Jber,"Anchorage, AK",11260
99507,Alaska,Anchorage,"Anchorage, AK",11260
99508,Alaska,Anchorage,"Anchorage, AK",11260
99509,Alaska,Anchorage,"Anchorage, AK",11260
99510,Alaska,Anchorage,"Anchorage, AK",11260
99511,Alaska,Anchorage,"Anchorage, AK",11260
99513,Alaska,Anchorage,"Anchorage, AK",11260
99514,Alaska,Anchorage,"Anchorage, AK",11260
99515,Alaska,Anchorage,"Anchorage, AK",11260
99516,Alaska,Anchorage,"Anchorage, AK",11260
99517,Alaska,Anchorage,"Anchorage, AK",11260
99518,Alaska,Anchorage,"Anchorage, AK",11260
99519,Alaska,Anchorage,"Anchorage, AK",11260
99520,Alaska,Anchorage,"Anchorage, AK",11260
99521,Alaska,Anchorage,"Anchorage, AK",11260
99522,Alaska,Anchorage,"Anchorage, AK",11260
99523,Alaska,Anchorage,"Anchorage, AK",11260
99524,Alaska,Anchorage,"Anchorage, AK",11260
99529,Alaska,Anchorage,"Anchorage, AK",11260
99530,Alaska,Anchorage,"Anchorage, AK",11260
99540,Alaska,Indian,"Anchorage, AK",11260
99545,Alaska,Kongiganak,,
99546,Alaska,Adak,,
99547,Alaska,Atka,,
99548,Alaska,Chignik Lake,,
99549,Alaska,Port Heiden,,
99550,Alaska,Port Lions,,
99551,Alaska,Akiachak,,
99552,Alaska,Akiak,,
99553,Alaska,Akutan,,
99554,Alaska,Alakanuk,,
99555,Alaska,Aleknagik,,
99556,Alaska,Anchor Point,,
99557,Alaska,Aniak,,
99558,Alaska,Anvik,,
99559,Alaska,Bethel,,
99561,Alaska,Chefornak,,
99563,Alaska,Chevak,,
99564,Alaska,Chignik,,
99565,Alaska,Chignik Lagoon,,
99566,Alaska,Chitina,,
99567,Alaska,Chugiak,"Anchorage, AK",11260
99568,Alaska,Clam Gulch,,
99569,Alaska,Clarks Point,,
99571,Alaska,Cold Bay,,
99572,Alaska,Cooper Landing,,
99573,Alaska,Copper Center,,
99574,Alaska,Cordova,,
99575,Alaska,Crooked Creek,,
99576,Alaska,Dillingham,,
99577,Alaska,Eagle River,"Anchorage, AK",11260
99578,Alaska,Eek,,
99579,Alaska,Egegik,,
99580,Alaska,Ekwok,,
99581,Alaska,Emmonak,,
99583,Alaska,False Pass,,
99585,Alaska,Marshall,,
99586,Alaska,Gakona,,
99587,Alaska,Girdwood,"Anchorage, AK",11260
99588,Alaska,Glennallen,,
99589,Alaska,Goodnews Bay,,
99590,Alaska,Grayling,,
99591,Alaska,Saint George Island,,
99599,Alaska,Anchorage,"Anchorage, AK",11260
99602,Alaska,Holy Cross,,
99603,Alaska,Homer,,
99604,Alaska,Hooper Bay,,
99605,Alaska,Hope,,
99606,Alaska,Iliamna,,
99607,Alaska,Kalskag,,
99608,Alaska,Karluk,,
99609,Alaska,Kasigluk,,
99610,Alaska,Kasilof,,
99611,Alaska,Kenai,,
99612,Alaska,King Cove,,
99613,Alaska,King Salmon,,
99614,Alaska,Kipnuk,,
99615,Alaska,Kodiak,,
99619,Alaska,Kodiak,,
99620,Alaska,Kotlik,,
99621,Alaska,Kwethluk,,
99622,Alaska,Kwigillingok,,
99623,Alaska,Wasilla,"Anchorage, AK",11260
99624,Alaska,Larsen Bay,,
99625,Alaska,Levelock,,
99626,Alaska,Lower Kalskag,,
99627,Alaska,Mc Grath,,
99628,Alaska,Manokotak,,
99630,Alaska,Mekoryuk,,
99631,Alaska,Moose Pass,,
99632,Alaska,Mountain Village,,
99633,Alaska,Naknek,,
99634,Alaska,Napakiak,,
99635,Alaska,Nikiski,,
99636,Alaska,New Stuyahok,,
99637,Alaska,Toksook Bay,,
99638,Alaska,Nikolski,,
99639,Alaska,Ninilchik,,
99640,Alaska,Nondalton,,
99641,Alaska,Nunapitchuk,,
99643,Alaska,Old Harbor,,
99644,Alaska,Ouzinkie,,
99645,Alaska,Palmer,"Anchorage, AK",11260
99647,Alaska,Pedro Bay,,
99648,Alaska,Perryville,,
99649,Alaska,Pilot Point,,
99650,Alaska,Pilot Station,,
99651,Alaska,Platinum,,
99652,Alaska,Big Lake,"Anchorage, AK",11260
99653,Alaska,Port Alsworth,,
99654,Alaska,Wasilla,"Anchorage, AK",11260
99655,Alaska,Quinhagak,,
99656,Alaska,Red Devil,,
99657,Alaska,Russian Mission,,
99658,Alaska,Saint Marys,,
99659,Alaska,Saint Michael,,
99660,Alaska,Saint Paul Island,,
99661,Alaska,Sand Point,,
99662,Alaska,Scammon Bay,,
99663,Alaska,Seldovia,,
99664,Alaska,Seward,,
99665,Alaska,Shageluk,,
99666,Alaska,Nunam Iqua,,
99667,Alaska,Skwentna,"Anchorage, AK",11260
99668,Alaska,Sleetmute,,
99669,Alaska,Soldotna,,
99670,Alaska,South Naknek,,
99671,Alaska,Stebbins,,
99672,Alaska,Sterling,,
99674,Alaska,Sutton,"Anchorage, AK",11260
99675,Alaska,Takotna,,
99676,Alaska,Talkeetna,"Anchorage, AK",11260
99677,Alaska,Tatitlek,,
99678,Alaska,Togiak,,
99679,Alaska,Tuluksak,,
99680,Alaska,Tuntutuliak,,
99681,Alaska,Tununak,,
99682,Alaska,Tyonek,,
99683,Alaska,Trapper Creek,"Anchorage, AK",11260
99684,Alaska,Unalakleet,,
99685,Alaska,Unalaska,,
99686,Alaska,Valdez,,
99687,Alaska,Wasilla,"Anchorage, AK",11260
99688,Alaska,Willow,"Anchorage, AK",11260
99689,Alaska,Yakutat,,
99690,Alaska,Nightmute,,
99691,Alaska,Nikolai,,
99692,Alaska,Dutch Harbor,,
99693,Alaska,Whittier,,
99694,Alaska,Houston,"Anchorage, AK",11260
99701,Alaska,Fairbanks,"Fairbanks-College, AK",21820
99702,Alaska,Eielson Afb,"Fairbanks-College, AK",21820
99703,Alaska,Fort Wainwright,"Fairbanks-College, AK",21820
99704,Alaska,Clear,,
99705,Alaska,North Pole,"Fairbanks-College, AK",21820
99706,Alaska,Fairbanks,"Fairbanks-College, AK",21820
99707,Alaska,Fairbanks,"Fairbanks-College, AK",21820
99708,Alaska,Fairbanks,"Fairbanks-College, AK",21820
99709,Alaska,Fairbanks,"Fairbanks-College, AK",21820
99710,Alaska,Fairbanks,"Fairbanks-College, AK",21820
99712,Alaska,Fairbanks,"Fairbanks-College, AK",21820
99714,Alaska,Salcha,"Fairbanks-College, AK",21820
99720,Alaska,Allakaket,,
99721,Alaska,Anaktuvuk Pass,,
99722,Alaska,Arctic Village,,
99723,Alaska,Barrow,,
99724,Alaska,Beaver,,
99725,Alaska,Ester,"Fairbanks-College, AK",21820
99726,Alaska,Bettles Field,,
99727,Alaska,Buckland,,
99729,Alaska,Cantwell,,
99730,Alaska,Central,,
99731,Alaska,Fort Greely,,
99732,Alaska,Chicken,,
99733,Alaska,Circle,,
99734,Alaska,Prudhoe Bay,,
99736,Alaska,Deering,,
99737,Alaska,Delta Junction,,
99738,Alaska,Eagle,,
99739,Alaska,Elim,,
99740,Alaska,Fort Yukon,,
99741,Alaska,Galena,,
99742,Alaska,Gambell,,
99743,Alaska,Healy,,
99744,Alaska,Anderson,,
99745,Alaska,Hughes,,
99746,Alaska,Huslia,,
99747,Alaska,Kaktovik,,
99748,Alaska,Kaltag,,
99749,Alaska,Kiana,,
99750,Alaska,Kivalina,,
99751,Alaska,Kobuk,,
99752,Alaska,Kotzebue,,
99753,Alaska,Koyuk,,
99754,Alaska,Koyukuk,,
99755,Alaska,Denali National Park,,
99756,Alaska,Manley Hot Springs,,
99757,Alaska,Lake Minchumina,,
99758,Alaska,Minto,,
99759,Alaska,Point Lay,,
99760,Alaska,Nenana,,
99761,Alaska,Noatak,,
99762,Alaska,Nome,,
99763,Alaska,Noorvik,,
99764,Alaska,Northway,,
99765,Alaska,Nulato,,
99766,Alaska,Point Hope,,
99767,Alaska,Rampart,,
99768,Alaska,Ruby,,
99769,Alaska,Savoonga,,
99770,Alaska,Selawik,,
99771,Alaska,Shaktoolik,,
99772,Alaska,Shishmaref,,
99773,Alaska,Shungnak,,
99774,Alaska,Stevens Village,,
99775,Alaska,Fairbanks,"Fairbanks-College, AK",21820
99776,Alaska,Tanacross,,
99777,Alaska,Tanana,,
99778,Alaska,Teller,,
99780,Alaska,Tok,,
99781,Alaska,Venetie,,
99782,Alaska,Wainwright,,
99783,Alaska,Wales,,
99784,Alaska,White Mountain,,
99785,Alaska,Brevig Mission,,
99786,Alaska,Ambler,,
99788,Alaska,Chalkyitsik,,
99789,Alaska,Nuiqsut,,
99790,Alaska,Fairbanks,"Fairbanks-College, AK",21820
99791,Alaska,Atqasuk,,
99801,Alaska,Juneau,"Juneau, AK",27940
99811,Alaska,Juneau,"Juneau, AK",27940
99820,Alaska,Angoon,,
99824,Alaska,Douglas,"Juneau, AK",27940
99825,Alaska,Elfin Cove,,
99826,Alaska,Gustavus,,
99827,Alaska,Haines,,
99829,Alaska,Hoonah,,
99830,Alaska,Kake,,
99832,Alaska,Pelican,,
99833,Alaska,Petersburg,,
99835,Alaska,Sitka,,
99836,Alaska,Port Alexander,,
99840,Alaska,Skagway,,
99841,Alaska,Tenakee Springs,,
99901,Alaska,Ketchikan,"Ketchikan, AK",28540
99903,Alaska,Meyers Chuck,,
99918,Alaska,Coffman Cove,,
99919,Alaska,Thorne Bay,,
99921,Alaska,Craig,,
99922,Alaska,Hydaburg,,
99923,Alaska,Hyder,,
99925,Alaska,Klawock,,
99926,Alaska,Metlakatla,,
99927,Alaska,Point Baker,,
99928,Alaska,Ward Cove,"Ketchikan, AK",28540
99929,Alaska,Wrangell,,
85001,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85002,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85003,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85004,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85005,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85006,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85007,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85008,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85009,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85010,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85011,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85012,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85013,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85014,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85015,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85016,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85017,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85018,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85019,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85020,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85021,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85022,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85023,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85024,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85026,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85027,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85028,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85029,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85030,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85031,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85032,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85033,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85034,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85035,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85036,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85037,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85040,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85041,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85042,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85043,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85044,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85045,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85046,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85048,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85050,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85051,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85053,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85054,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85060,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85061,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85063,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85064,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85066,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85067,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85068,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85069,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85070,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85071,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85074,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85076,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85078,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85079,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85080,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85082,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85083,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85085,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85086,Arizona,Phoenix,"Phoenix-Mesa-Chandler, AZ",38060
85087,Arizona,New River,"Phoenix-Mesa-Chandler, AZ",38060
85117,Arizona,Apache Junction,"Phoenix-Mesa-Chandler, AZ",38060
85118,Arizona,Gold Canyon,"Phoenix-Mesa-Chandler, AZ",38060
85119,Arizona,Apache Junction,"Phoenix-Mesa-Chandler, AZ",38060
85120,Arizona,Apache Junction,"Phoenix-Mesa-Chandler, AZ",38060
85121,Arizona,Bapchule,"Phoenix-Mesa-Chandler, AZ",38060
85122,Arizona,Casa Grande,"Phoenix-Mesa-Chandler, AZ",38060
85123,Arizona,Arizona City,"Phoenix-Mesa-Chandler, AZ",38060
85127,Arizona,Chandler Heights,"Phoenix-Mesa-Chandler, AZ",38060
85128,Arizona,Coolidge,"Phoenix-Mesa-Chandler, AZ",38060
85130,Arizona,Casa Grande,"Phoenix-Mesa-Chandler, AZ",38060
85131,Arizona,Eloy,"Phoenix-Mesa-Chandler, AZ",38060
85132,Arizona,Florence,"Phoenix-Mesa-Chandler, AZ",38060
