ZIP Code,State,USPS Default City for ZIP,Metro (CBSA),CBSA Code
45034,Ohio,Kings Mills,"Cincinnati, OH-KY-IN",17140
45036,Ohio,Lebanon,"Cincinnati, OH-KY-IN",17140
45039,Ohio,Maineville,"Cincinnati, OH-KY-IN",17140
45040,Ohio,Mason,"Cincinnati, OH-KY-IN",17140
45041,Ohio,Miamitown,"Cincinnati, OH-KY-IN",17140
45042,Ohio,Middletown,"Cincinnati, OH-KY-IN",17140
45044,Ohio,Middletown,"Cincinnati, OH-KY-IN",17140
45050,Ohio,Monroe,"Cincinnati, OH-KY-IN",17140
45051,Ohio,Mount Saint Joseph,"Cincinnati, OH-KY-IN",17140
45052,Ohio,North Bend,"Cincinnati, OH-KY-IN",17140
45053,Ohio,Okeana,"Cincinnati, OH-KY-IN",17140
45054,Ohio,Oregonia,"Cincinnati, OH-KY-IN",17140
45055,Ohio,Overpeck,"Cincinnati, OH-KY-IN",17140
45056,Ohio,Oxford,"Cincinnati, OH-KY-IN",17140
45061,Ohio,Ross,"Cincinnati, OH-KY-IN",17140
45062,Ohio,Seven Mile,"Cincinnati, OH-KY-IN",17140
45063,Ohio,Shandon,"Cincinnati, OH-KY-IN",17140
45064,Ohio,Somerville,,
45065,Ohio,South Lebanon,"Cincinnati, OH-KY-IN",17140
45066,Ohio,Springboro,"Cincinnati, OH-KY-IN",17140
45067,Ohio,Trenton,"Cincinnati, OH-KY-IN",17140
45068,Ohio,Waynesville,"Cincinnati, OH-KY-IN",17140
45069,Ohio,West Chester,"Cincinnati, OH-KY-IN",17140
45070,Ohio,West Elkton,,
45071,Ohio,West Chester,"Cincinnati, OH-KY-IN",17140
45101,Ohio,Aberdeen,"Cincinnati, OH-KY-IN",17140
45102,Ohio,Amelia,"Cincinnati, OH-KY-IN",17140
45103,Ohio,Batavia,"Cincinnati, OH-KY-IN",17140
45105,Ohio,Bentonville,,
45106,Ohio,Bethel,"Cincinnati, OH-KY-IN",17140
45107,Ohio,Blanchester,"Wilmington, OH",48940
45111,Ohio,Camp Dennison,"Cincinnati, OH-KY-IN",17140
45112,Ohio,Chilo,"Cincinnati, OH-KY-IN",17140
45113,Ohio,Clarksville,"Wilmington, OH",48940
45115,Ohio,Decatur,"Cincinnati, OH-KY-IN",17140
45118,Ohio,Fayetteville,"Cincinnati, OH-KY-IN",17140
45119,Ohio,Feesburg,"Cincinnati, OH-KY-IN",17140
45120,Ohio,Felicity,"Cincinnati, OH-KY-IN",17140
45121,Ohio,Georgetown,"Cincinnati, OH-KY-IN",17140
45122,Ohio,Goshen,"Cincinnati, OH-KY-IN",17140
45123,Ohio,Greenfield,,
45130,Ohio,Hamersville,"Cincinnati, OH-KY-IN",17140
45131,Ohio,Higginsport,"Cincinnati, OH-KY-IN",17140
45132,Ohio,Highland,,
45133,Ohio,Hillsboro,,
45135,Ohio,Leesburg,,
45140,Ohio,Loveland,"Cincinnati, OH-KY-IN",17140
45142,Ohio,Lynchburg,,
45144,Ohio,Manchester,,
45146,Ohio,Martinsville,"Wilmington, OH",48940
45147,Ohio,Miamiville,"Cincinnati, OH-KY-IN",17140
45148,Ohio,Midland,"Wilmington, OH",48940
45150,Ohio,Milford,"Cincinnati, OH-KY-IN",17140
45152,Ohio,Morrow,"Cincinnati, OH-KY-IN",17140
45153,Ohio,Moscow,"Cincinnati, OH-KY-IN",17140
45154,Ohio,Mount Orab,"Cincinnati, OH-KY-IN",17140
45155,Ohio,Mowrystown,,
45156,Ohio,Neville,"Cincinnati, OH-KY-IN",17140
45157,Ohio,New Richmond,"Cincinnati, OH-KY-IN",17140
45158,Ohio,Newtonsville,"Cincinnati, OH-KY-IN",17140
45159,Ohio,New Vienna,"Wilmington, OH",48940
45160,Ohio,Owensville,"Cincinnati, OH-KY-IN",17140
45162,Ohio,Pleasant Plain,"Cincinnati, OH-KY-IN",17140
45164,Ohio,Port William,"Wilmington, OH",48940
45166,Ohio,Reesville,"Wilmington, OH",48940
45167,Ohio,Ripley,"Cincinnati, OH-KY-IN",17140
45168,Ohio,Russellville,"Cincinnati, OH-KY-IN",17140
45169,Ohio,Sabina,"Wilmington, OH",48940
45171,Ohio,Sardinia,"Cincinnati, OH-KY-IN",17140
45172,Ohio,Sinking Spring,,
45174,Ohio,Terrace Park,"Cincinnati, OH-KY-IN",17140
45176,Ohio,Williamsburg,"Cincinnati, OH-KY-IN",17140
45177,Ohio,Wilmington,"Wilmington, OH",48940
45201,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45202,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45203,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45204,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45205,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45206,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45207,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45208,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45209,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45211,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45212,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45213,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45214,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45215,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45216,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45217,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45218,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45219,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45220,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45222,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45223,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45224,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45225,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45226,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45227,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45229,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45230,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45231,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45232,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45233,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45234,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45235,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45236,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45237,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45238,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45239,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45240,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45241,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45242,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45243,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45244,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45245,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45246,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45247,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45248,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45249,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45250,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45251,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45252,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45253,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45254,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45255,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45258,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45262,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45263,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45267,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45275,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
45301,Ohio,Alpha,"Dayton-Kettering-Beavercreek, OH",19430
45302,Ohio,Anna,"Sidney, OH",43380
45303,Ohio,Ansonia,"Greenville, OH",24820
45304,Ohio,Arcanum,"Greenville, OH",24820
45305,Ohio,Bellbrook,"Dayton-Kettering-Beavercreek, OH",19430
45306,Ohio,Botkins,"Sidney, OH",43380
45307,Ohio,Bowersville,"Dayton-Kettering-Beavercreek, OH",19430
45308,Ohio,Bradford,"Greenville, OH",24820
45309,Ohio,Brookville,"Dayton-Kettering-Beavercreek, OH",19430
45310,Ohio,Burkettsville,"Celina, OH",16380
45311,Ohio,Camden,,
45312,Ohio,Casstown,"Dayton-Kettering-Beavercreek, OH",19430
45314,Ohio,Cedarville,"Dayton-Kettering-Beavercreek, OH",19430
45315,Ohio,Clayton,"Dayton-Kettering-Beavercreek, OH",19430
45316,Ohio,Clifton,"Springfield, OH",44220
45317,Ohio,Conover,"Dayton-Kettering-Beavercreek, OH",19430
45318,Ohio,Covington,"Dayton-Kettering-Beavercreek, OH",19430
45319,Ohio,Donnelsville,"Springfield, OH",44220
45320,Ohio,Eaton,,
45321,Ohio,Eldorado,,
45322,Ohio,Englewood,"Dayton-Kettering-Beavercreek, OH",19430
45323,Ohio,Enon,"Springfield, OH",44220
45324,Ohio,Fairborn,"Dayton-Kettering-Beavercreek, OH",19430
45325,Ohio,Farmersville,"Dayton-Kettering-Beavercreek, OH",19430
45326,Ohio,Fletcher,"Dayton-Kettering-Beavercreek, OH",19430
45327,Ohio,Germantown,"Dayton-Kettering-Beavercreek, OH",19430
45328,Ohio,Gettysburg,"Greenville, OH",24820
45330,Ohio,Gratis,,
45331,Ohio,Greenville,"Greenville, OH",24820
45332,Ohio,Hollansburg,"Greenville, OH",24820
45333,Ohio,Houston,"Sidney, OH",43380
45334,Ohio,Jackson Center,"Sidney, OH",43380
45335,Ohio,Jamestown,"Dayton-Kettering-Beavercreek, OH",19430
45336,Ohio,Kettlersville,"Sidney, OH",43380
45337,Ohio,Laura,"Dayton-Kettering-Beavercreek, OH",19430
45338,Ohio,Lewisburg,,
45339,Ohio,Ludlow Falls,"Dayton-Kettering-Beavercreek, OH",19430
45340,Ohio,Maplewood,"Sidney, OH",43380
45341,Ohio,Medway,"Springfield, OH",44220
45342,Ohio,Miamisburg,"Dayton-Kettering-Beavercreek, OH",19430
45343,Ohio,Miamisburg,"Dayton-Kettering-Beavercreek, OH",19430
45344,Ohio,New Carlisle,"Springfield, OH",44220
45345,Ohio,New Lebanon,"Dayton-Kettering-Beavercreek, OH",19430
45346,Ohio,New Madison,"Greenville, OH",24820
45347,Ohio,New Paris,,
45348,Ohio,New Weston,"Greenville, OH",24820
45349,Ohio,North Hampton,"Springfield, OH",44220
45350,Ohio,North Star,"Greenville, OH",24820
45351,Ohio,Osgood,"Greenville, OH",24820
45352,Ohio,Palestine,"Greenville, OH",24820
45353,Ohio,Pemberton,"Sidney, OH",43380
45354,Ohio,Phillipsburg,"Dayton-Kettering-Beavercreek, OH",19430
45356,Ohio,Piqua,"Dayton-Kettering-Beavercreek, OH",19430
45358,Ohio,Pitsburg,"Greenville, OH",24820
45359,Ohio,Pleasant Hill,"Dayton-Kettering-Beavercreek, OH",19430
45360,Ohio,Port Jefferson,"Sidney, OH",43380
45361,Ohio,Potsdam,"Dayton-Kettering-Beavercreek, OH",19430
45362,Ohio,Rossburg,"Greenville, OH",24820
45363,Ohio,Russia,"Sidney, OH",43380
45365,Ohio,Sidney,"Sidney, OH",43380
45367,Ohio,Sidney,"Sidney, OH",43380
45368,Ohio,South Charleston,"Springfield, OH",44220
45369,Ohio,South Vienna,"Springfield, OH",44220
45370,Ohio,Spring Valley,"Dayton-Kettering-Beavercreek, OH",19430
45371,Ohio,Tipp City,"Dayton-Kettering-Beavercreek, OH",19430
45372,Ohio,Tremont City,"Springfield, OH",44220
45373,Ohio,Troy,"Dayton-Kettering-Beavercreek, OH",19430
45374,Ohio,Troy,"Dayton-Kettering-Beavercreek, OH",19430
45377,Ohio,Vandalia,"Dayton-Kettering-Beavercreek, OH",19430
45378,Ohio,Verona,,
45380,Ohio,Versailles,"Greenville, OH",24820
45381,Ohio,West Alexandria,,
45382,Ohio,West Manchester,,
45383,Ohio,West Milton,"Dayton-Kettering-Beavercreek, OH",19430
45384,Ohio,Wilberforce,"Dayton-Kettering-Beavercreek, OH",19430
45385,Ohio,Xenia,"Dayton-Kettering-Beavercreek, OH",19430
45387,Ohio,Yellow Springs,"Dayton-Kettering-Beavercreek, OH",19430
45388,Ohio,Yorkshire,"Greenville, OH",24820
45389,Ohio,Christiansburg,"Urbana, OH",46500
45390,Ohio,Union City,"Greenville, OH",24820
45401,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45402,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45403,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45404,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45405,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45406,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45409,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45410,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45413,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45414,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45415,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45416,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45417,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45419,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45420,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45422,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45423,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45424,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45426,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45428,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45429,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45430,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45431,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45432,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45433,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45434,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45435,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45437,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45439,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45440,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45441,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45448,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45449,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45458,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45459,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45469,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45470,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45475,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45481,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45490,Ohio,Dayton,"Dayton-Kettering-Beavercreek, OH",19430
45501,Ohio,Springfield,"Springfield, OH",44220
45502,Ohio,Springfield,"Springfield, OH",44220
45503,Ohio,Springfield,"Springfield, OH",44220
45504,Ohio,Springfield,"Springfield, OH",44220
45505,Ohio,Springfield,"Springfield, OH",44220
45506,Ohio,Springfield,"Springfield, OH",44220
45601,Ohio,Chillicothe,"Chillicothe, OH",17060
45612,Ohio,Bainbridge,"Chillicothe, OH",17060
45613,Ohio,Beaver,,
45614,Ohio,Bidwell,"Gallipolis, OH",23680
45616,Ohio,Blue Creek,,
45617,Ohio,Bourneville,"Chillicothe, OH",17060
45618,Ohio,Cherry Fork,,
45619,Ohio,Chesapeake,"Huntington-Ashland, WV-KY-OH",26580
45620,Ohio,Cheshire,"Gallipolis, OH",23680
45621,Ohio,Coalton,,
45622,Ohio,Creola,,
45623,Ohio,Crown City,"Gallipolis, OH",23680
45624,Ohio,Cynthiana,,
45628,Ohio,Frankfort,"Chillicothe, OH",17060
45629,Ohio,Franklin Furnace,"Portsmouth, OH",39020
45630,Ohio,Friendship,"Portsmouth, OH",39020
45631,Ohio,Gallipolis,"Gallipolis, OH",23680
45633,Ohio,Hallsville,"Chillicothe, OH",17060
45634,Ohio,Hamden,,
45636,Ohio,Haverhill,"Portsmouth, OH",39020
45638,Ohio,Ironton,"Huntington-Ashland, WV-KY-OH",26580
45640,Ohio,Jackson,,
45642,Ohio,Jasper,,
45643,Ohio,Kerr,"Gallipolis, OH",23680
45644,Ohio,Kingston,"Chillicothe, OH",17060
45645,Ohio,Kitts Hill,"Huntington-Ashland, WV-KY-OH",26580
45646,Ohio,Latham,,
45647,Ohio,Londonderry,"Chillicothe, OH",17060
45648,Ohio,Lucasville,"Portsmouth, OH",39020
45650,Ohio,Lynx,,
45651,Ohio,Mc Arthur,,
45652,Ohio,Mc Dermott,"Portsmouth, OH",39020
45653,Ohio,Minford,"Portsmouth, OH",39020
45654,Ohio,New Plymouth,,
45656,Ohio,Oak Hill,,
45657,Ohio,Otway,"Portsmouth, OH",39020
45658,Ohio,Patriot,"Gallipolis, OH",23680
45659,Ohio,Pedro,"Huntington-Ashland, WV-KY-OH",26580
45660,Ohio,Peebles,,
45661,Ohio,Piketon,,
45662,Ohio,Portsmouth,"Portsmouth, OH",39020
45663,Ohio,West Portsmouth,"Portsmouth, OH",39020
45669,Ohio,Proctorville,"Huntington-Ashland, WV-KY-OH",26580
45671,Ohio,Rarden,"Portsmouth, OH",39020
45672,Ohio,Ray,,
45673,Ohio,Richmond Dale,"Chillicothe, OH",17060
45674,Ohio,Rio Grande,"Gallipolis, OH",23680
45675,Ohio,Rock Camp,"Huntington-Ashland, WV-KY-OH",26580
45677,Ohio,Scioto Furnace,"Portsmouth, OH",39020
45678,Ohio,Scottown,"Huntington-Ashland, WV-KY-OH",26580
45679,Ohio,Seaman,,
45680,Ohio,South Point,"Huntington-Ashland, WV-KY-OH",26580
45681,Ohio,South Salem,"Chillicothe, OH",17060
45682,Ohio,South Webster,"Portsmouth, OH",39020
45684,Ohio,Stout,"Portsmouth, OH",39020
45685,Ohio,Thurman,"Gallipolis, OH",23680
45686,Ohio,Vinton,"Gallipolis, OH",23680
45687,Ohio,Wakefield,,
45688,Ohio,Waterloo,"Huntington-Ashland, WV-KY-OH",26580
45690,Ohio,Waverly,,
45692,Ohio,Wellston,,
45693,Ohio,West Union,,
45694,Ohio,Wheelersburg,"Portsmouth, OH",39020
45695,Ohio,Wilkesville,,
45696,Ohio,Willow Wood,"Huntington-Ashland, WV-KY-OH",26580
45697,Ohio,Winchester,,
45698,Ohio,Zaleski,,
45699,Ohio,Lucasville,"Portsmouth, OH",39020
45701,Ohio,Athens,"Athens, OH",11900
45710,Ohio,Albany,"Athens, OH",11900
45711,Ohio,Amesville,"Athens, OH",11900
45712,Ohio,Barlow,"Marietta, OH",31930
45713,Ohio,Bartlett,"Marietta, OH",31930
45714,Ohio,Belpre,"Marietta, OH",31930
45715,Ohio,Beverly,"Marietta, OH",31930
45716,Ohio,Buchtel,"Athens, OH",11900
45719,Ohio,Chauncey,"Athens, OH",11900
45720,Ohio,Chester,,
45721,Ohio,Coal Run,"Marietta, OH",31930
45723,Ohio,Coolville,"Athens, OH",11900
45724,Ohio,Cutler,"Marietta, OH",31930
45727,Ohio,Dexter City,,
45729,Ohio,Fleming,"Marietta, OH",31930
45732,Ohio,Glouster,"Athens, OH",11900
45734,Ohio,Graysville,,
45735,Ohio,Guysville,"Athens, OH",11900
45739,Ohio,Hockingport,"Athens, OH",11900
45740,Ohio,Jacksonville,"Athens, OH",11900
45741,Ohio,Langsville,,
45742,Ohio,Little Hocking,"Marietta, OH",31930
45743,Ohio,Long Bottom,,
45744,Ohio,Lowell,"Marietta, OH",31930
45745,Ohio,Lower Salem,"Marietta, OH",31930
45746,Ohio,Macksburg,"Marietta, OH",31930
45750,Ohio,Marietta,"Marietta, OH",31930
45760,Ohio,Middleport,,
45761,Ohio,Millfield,"Athens, OH",11900
45764,Ohio,Nelsonville,"Athens, OH",11900
45766,Ohio,New Marshfield,"Athens, OH",11900
45767,Ohio,New Matamoras,"Marietta, OH",31930
45768,Ohio,Newport,"Marietta, OH",31930
45769,Ohio,Pomeroy,,
45770,Ohio,Portland,,
45771,Ohio,Racine,,
45772,Ohio,Reedsville,,
45773,Ohio,Reno,"Marietta, OH",31930
45775,Ohio,Rutland,,
45776,Ohio,Shade,,
45778,Ohio,Stewart,"Athens, OH",11900
45779,Ohio,Syracuse,,
45780,Ohio,The Plains,"Athens, OH",11900
45782,Ohio,Trimble,"Athens, OH",11900
45783,Ohio,Tuppers Plains,,
45784,Ohio,Vincent,"Marietta, OH",31930
45786,Ohio,Waterford,"Marietta, OH",31930
45787,Ohio,Watertown,"Marietta, OH",31930
45788,Ohio,Whipple,"Marietta, OH",31930
45789,Ohio,Wingett Run,"Marietta, OH",31930
45801,Ohio,Lima,"Lima, OH",30620
45802,Ohio,Lima,"Lima, OH",30620
45804,Ohio,Lima,"Lima, OH",30620
45805,Ohio,Lima,"Lima, OH",30620
45806,Ohio,Lima,"Lima, OH",30620
45807,Ohio,Lima,"Lima, OH",30620
45808,Ohio,Beaverdam,"Lima, OH",30620
45809,Ohio,Gomer,"Lima, OH",30620
45810,Ohio,Ada,,
45812,Ohio,Alger,,
45813,Ohio,Antwerp,,
45814,Ohio,Arlington,"Findlay, OH",22300
45815,Ohio,Belmore,,
45816,Ohio,Benton Ridge,"Findlay, OH",22300
45817,Ohio,Bluffton,"Lima, OH",30620
45819,Ohio,Buckland,"Wapakoneta, OH",47540
45820,Ohio,Cairo,"Lima, OH",30620
45821,Ohio,Cecil,,
45822,Ohio,Celina,"Celina, OH",16380
45826,Ohio,Chickasaw,"Celina, OH",16380
45827,Ohio,Cloverdale,,
45828,Ohio,Coldwater,"Celina, OH",16380
45830,Ohio,Columbus Grove,,
45831,Ohio,Continental,,
45832,Ohio,Convoy,"Van Wert, OH",46780
45833,Ohio,Delphos,"Lima, OH",30620
45835,Ohio,Dola,,
45836,Ohio,Dunkirk,,
45837,Ohio,Dupont,,
45838,Ohio,Elgin,"Van Wert, OH",46780
45839,Ohio,Findlay,"Findlay, OH",22300
45840,Ohio,Findlay,"Findlay, OH",22300
45841,Ohio,Jenera,"Findlay, OH",22300
45843,Ohio,Forest,,
45844,Ohio,Fort Jennings,,
45845,Ohio,Fort Loramie,"Sidney, OH",43380
45846,Ohio,Fort Recovery,"Celina, OH",16380
45848,Ohio,Glandorf,,
45849,Ohio,Grover Hill,,
45850,Ohio,Harrod,"Lima, OH",30620
45851,Ohio,Haviland,,
45853,Ohio,Kalida,,
45854,Ohio,Lafayette,"Lima, OH",30620
45855,Ohio,Latty,,
45856,Ohio,Leipsic,,
45858,Ohio,Mc Comb,"Findlay, OH",22300
45859,Ohio,Mc Guffey,,
45860,Ohio,Maria Stein,"Celina, OH",16380
45861,Ohio,Melrose,,
45862,Ohio,Mendon,"Celina, OH",16380
45863,Ohio,Middle Point,"Van Wert, OH",46780
45864,Ohio,Miller City,,
45865,Ohio,Minster,"Wapakoneta, OH",47540
45866,Ohio,Montezuma,"Celina, OH",16380
45867,Ohio,Mount Blanchard,"Findlay, OH",22300
45868,Ohio,Mount Cory,"Findlay, OH",22300
45869,Ohio,New Bremen,"Wapakoneta, OH",47540
45870,Ohio,New Hampshire,"Wapakoneta, OH",47540
45871,Ohio,New Knoxville,"Wapakoneta, OH",47540
45872,Ohio,North Baltimore,"Toledo, OH",45780
45873,Ohio,Oakwood,,
45874,Ohio,Ohio City,"Van Wert, OH",46780
45875,Ohio,Ottawa,,
45876,Ohio,Ottoville,,
45877,Ohio,Pandora,,
45879,Ohio,Paulding,,
45880,Ohio,Payne,,
45881,Ohio,Rawson,"Findlay, OH",22300
45882,Ohio,Rockford,"Celina, OH",16380
45883,Ohio,Saint Henry,"Celina, OH",16380
45884,Ohio,Saint Johns,"Wapakoneta, OH",47540
45885,Ohio,Saint Marys,"Wapakoneta, OH",47540
45886,Ohio,Scott,"Van Wert, OH",46780
45887,Ohio,Spencerville,"Lima, OH",30620
45888,Ohio,Uniopolis,"Wapakoneta, OH",47540
45889,Ohio,Van Buren,"Findlay, OH",22300
45890,Ohio,Vanlue,"Findlay, OH",22300
45891,Ohio,Van Wert,"Van Wert, OH",46780
45893,Ohio,Vaughnsville,,
45894,Ohio,Venedocia,"Van Wert, OH",46780
45895,Ohio,Wapakoneta,"Wapakoneta, OH",47540
45896,Ohio,Waynesfield,"Wapakoneta, OH",47540
45897,Ohio,Williamstown,"Findlay, OH",22300
45898,Ohio,Willshire,"Van Wert, OH",46780
45899,Ohio,Wren,"Van Wert, OH",46780
45999,Ohio,Cincinnati,"Cincinnati, OH-KY-IN",17140
73001,Oklahoma,Albert,,
73002,Oklahoma,Alex,"Oklahoma City, OK",36420
73003,Oklahoma,Edmond,"Oklahoma City, OK",36420
73004,Oklahoma,Amber,"Oklahoma City, OK",36420
73005,Oklahoma,Anadarko,,
73006,Oklahoma,Apache,,
73007,Oklahoma,Arcadia,"Oklahoma City, OK",36420
73008,Oklahoma,Bethany,"Oklahoma City, OK",36420
73009,Oklahoma,Binger,,
73010,Oklahoma,Blanchard,"Oklahoma City, OK",36420
73011,Oklahoma,Bradley,"Oklahoma City, OK",36420
73012,Oklahoma,Edmond,"Oklahoma City, OK",36420
73013,Oklahoma,Edmond,"Oklahoma City, OK",36420
73014,Oklahoma,Calumet,"Oklahoma City, OK",36420
73015,Oklahoma,Carnegie,,
73016,Oklahoma,Cashion,,
73017,Oklahoma,Cement,"Oklahoma City, OK",36420
73018,Oklahoma,Chickasha,"Oklahoma City, OK",36420
73019,Oklahoma,Norman,"Oklahoma City, OK",36420
73020,Oklahoma,Choctaw,"Oklahoma City, OK",36420
73021,Oklahoma,Colony,"Weatherford, OK",48220
73022,Oklahoma,Concho,"Oklahoma City, OK",36420
73023,Oklahoma,Chickasha,"Oklahoma City, OK",36420
73024,Oklahoma,Corn,"Weatherford, OK",48220
73025,Oklahoma,Edmond,"Oklahoma City, OK",36420
73026,Oklahoma,Norman,"Oklahoma City, OK",36420
73027,Oklahoma,Coyle,"Oklahoma City, OK",36420
73028,Oklahoma,Crescent,"Oklahoma City, OK",36420
73029,Oklahoma,Cyril,,
73030,Oklahoma,Davis,,
73031,Oklahoma,Dibble,"Oklahoma City, OK",36420
73032,Oklahoma,Dougherty,,
73033,Oklahoma,Eakly,,
73034,Oklahoma,Edmond,"Oklahoma City, OK",36420
73036,Oklahoma,El Reno,"Oklahoma City, OK",36420
73038,Oklahoma,Fort Cobb,,
73040,Oklahoma,Geary,,
73041,Oklahoma,Gotebo,,
73042,Oklahoma,Gracemont,,
73043,Oklahoma,Greenfield,,
