County,State,State Abbreviation,County Population,FIPS - County Code,County Name Fragment,County % of State Population,State Population
Camp County,Texas,TX,12652,48063,camp-county-tx,0.00040433569821140256,31290831
Carson County,Texas,TX,5802,48065,carson-county-tx,0.00018542172945167228,31290831
Cass County,Texas,TX,28582,48067,cass-county-tx,0.0009134305189913301,31290831
Castro County,Texas,TX,7328,48069,castro-county-tx,0.00023419000920748957,31290831
Chambers County,Texas,TX,49178,48071,chambers-county-tx,0.0015716425044767907,31290831
Cherokee County,Texas,TX,51143,48073,cherokee-county-tx,0.0016344404531793994,31290831
Childress County,Texas,TX,6772,48075,childress-county-tx,0.00021642122575779468,31290831
Clay County,Texas,TX,10402,48077,clay-county-tx,0.0003324296500786444,31290831
Cochran County,Texas,TX,2520,48079,cochran-county-tx,0.0000805347739086891,31290831
Coke County,Texas,TX,3315,48081,coke-county-tx,0.00010594157758226364,31290831
Coleman County,Texas,TX,7765,48083,coleman-county-tx,0.0002481557616670519,31290831
Collin County,Texas,TX,1116601,48085,collin-county-tx,0.03568460677826038,31290831
Collingsworth County,Texas,TX,2733,48087,collingsworth-county-tx,0.0000873418797985902,31290831
Colorado County,Texas,TX,20736,48089,colorado-county-tx,0.0006626861395914988,31290831
Comal County,Texas,TX,174552,48091,comal-county-tx,0.005578375339408532,31290831
Comanche County,Texas,TX,13786,48093,comanche-county-tx,0.00044057634647031265,31290831
Concho County,Texas,TX,3301,48095,concho-county-tx,0.00010549416217165981,31290831
Cooke County,Texas,TX,42473,48097,cooke-county-tx,0.0013573624810411715,31290831
Coryell County,Texas,TX,83772,48099,coryell-county-tx,0.0026772059840788503,31290831
Cottle County,Texas,TX,1302,48101,cottle-county-tx,0.000041609633186156035,31290831
Crane County,Texas,TX,4623,48103,crane-county-tx,0.000147742960230107,31290831
Crockett County,Texas,TX,2881,48105,crockett-county-tx,0.00009207169985354496,31290831
Crosby County,Texas,TX,5072,48107,crosby-county-tx,0.00016209221161304408,31290831
Culberson County,Texas,TX,2181,48109,culberson-county-tx,0.00006970092932335354,31290831
Dallam County,Texas,TX,7180,48111,dallam-county-tx,0.00022946018915253482,31290831
Dallas County,Texas,TX,2603816,48113,dallas-county-tx,0.08321338605548699,31290831
Dawson County,Texas,TX,12311,48115,dawson-county-tx,0.0003934379371388379,31290831
Deaf Smith County,Texas,TX,18487,48117,deaf-smith-county-tx,0.0005908120497023553,31290831
Delta County,Texas,TX,5345,48119,delta-county-tx,0.00017081681211981875,31290831
Denton County,Texas,TX,945644,48121,denton-county-tx,0.03022112132464619,31290831
DeWitt County,Texas,TX,19853,48123,dewitt-county-tx,0.0006344670104798431,31290831
Dickens County,Texas,TX,1641,48125,dickens-county-tx,0.00005244347777149159,31290831
Dimmit County,Texas,TX,8507,48127,dimmit-county-tx,0.0002718687784290548,31290831
Donley County,Texas,TX,3276,48129,donley-county-tx,0.00010469520608129583,31290831
Duval County,Texas,TX,9824,48131,duval-county-tx,0.00031395778526942925,31290831
Eastland County,Texas,TX,17846,48133,eastland-county-tx,0.0005703268155454229,31290831
Ector County,Texas,TX,163206,48135,ector-county-tx,0.005215777107357743,31290831
Edwards County,Texas,TX,1392,48137,edwards-county-tx,0.000044485875111466356,31290831
Ellis County,Texas,TX,203927,48139,ellis-county-tx,0.006517148745586207,31290831
El Paso County,Texas,TX,866275,48141,el-paso-county-tx,0.02768462748720224,31290831
Erath County,Texas,TX,43244,48143,erath-county-tx,0.0013820022868679966,31290831
Falls County,Texas,TX,17063,48145,falls-county-tx,0.0005453035107952231,31290831
Fannin County,Texas,TX,36525,48147,fannin-county-tx,0.0011672748480217735,31290831
Fayette County,Texas,TX,24783,48149,fayette-county-tx,0.0007920211514996198,31290831
Fisher County,Texas,TX,3661,48151,fisher-county-tx,0.00011699912987290111,31290831
Floyd County,Texas,TX,5294,48153,floyd-county-tx,0.00016918694169547623,31290831
Foard County,Texas,TX,1079,48155,foard-county-tx,0.00003448294486010934,31290831
Fort Bend County,Texas,TX,859721,48157,fort-bend-county-tx,0.02747517315855242,31290831
Franklin County,Texas,TX,10522,48159,franklin-county-tx,0.00033626463931239156,31290831
Freestone County,Texas,TX,19813,48161,freestone-county-tx,0.0006331886807352607,31290831
Frio County,Texas,TX,18019,48163,frio-county-tx,0.0005758555916907417,31290831
Gaines County,Texas,TX,21904,48165,gaines-county-tx,0.000700013368133304,31290831
Galveston County,Texas,TX,354721,48167,galveston-county-tx,0.011336260133200042,31290831
Garza County,Texas,TX,5435,48169,garza-county-tx,0.00017369305404512907,31290831
Gillespie County,Texas,TX,27202,48171,gillespie-county-tx,0.0008693281428032385,31290831
Glasscock County,Texas,TX,1070,48173,glasscock-county-tx,0.000034195320667578307,31290831
Goliad County,Texas,TX,7096,48175,goliad-county-tx,0.00022677569668891185,31290831
Gonzales County,Texas,TX,19764,48177,gonzales-county-tx,0.0006316227267981474,31290831
Gray County,Texas,TX,21131,48179,gray-county-tx,0.0006753096458192498,31290831
Grayson County,Texas,TX,139988,48181,grayson-county-tx,0.004473770607114909,31290831
Gregg County,Texas,TX,124860,48183,gregg-county-tx,0.003990306297713858,31290831
Grimes County,Texas,TX,30385,48185,grimes-county-tx,0.0009710512322283803,31290831
Guadalupe County,Texas,TX,178368,48187,guadalupe-county-tx,0.0057003279970416895,31290831
Hale County,Texas,TX,32247,48189,hale-county-tx,0.0010305574818386895,31290831
Hall County,Texas,TX,2827,48191,hall-county-tx,0.00009034595469835876,31290831
Hamilton County,Texas,TX,8320,48193,hamilton-county-tx,0.0002658925868731323,31290831
Hansford County,Texas,TX,5182,48195,hansford-county-tx,0.0001656076184106456,31290831
Hardeman County,Texas,TX,3529,48197,hardeman-county-tx,0.0001127806417157793,31290831
Hardin County,Texas,TX,57126,48199,hardin-county-tx,0.0018256466247253069,31290831
Harris County,Texas,TX,4758579,48201,harris-county-tx,0.15207582694112534,31290831
Harrison County,Texas,TX,69584,48203,harrison-county-tx,0.002223782423675485,31290831
Hartley County,Texas,TX,5307,48205,hartley-county-tx,0.0001696023988624655,31290831
Haskell County,Texas,TX,5390,48207,haskell-county-tx,0.0001722549330824739,31290831
Hays County,Texas,TX,256429,48209,hays-county-tx,0.008195020451837792,31290831
Hemphill County,Texas,TX,3311,48211,hemphill-county-tx,0.0001058137446078054,31290831
Henderson County,Texas,TX,83658,48213,henderson-county-tx,0.0026735627443067907,31290831
Hidalgo County,Texas,TX,880921,48215,hidalgo-county-tx,0.028152687923181076,31290831
Hill County,Texas,TX,36664,48217,hill-county-tx,0.0011717170438841973,31290831
Hockley County,Texas,TX,21455,48219,hockley-county-tx,0.0006856641167503669,31290831
Hood County,Texas,TX,64198,48221,hood-county-tx,0.002051655323567469,31290831
Hopkins County,Texas,TX,37351,48223,hopkins-county-tx,0.0011936723572473994,31290831
Houston County,Texas,TX,22042,48225,houston-county-tx,0.0007044236057521131,31290831
Howard County,Texas,TX,33127,48227,howard-county-tx,0.0010586807362195016,31290831
Hudspeth County,Texas,TX,3331,48229,hudspeth-county-tx,0.00010645290948009658,31290831
Hunt County,Texas,TX,104917,48231,hunt-county-tx,0.003352963045308704,31290831
Hutchinson County,Texas,TX,20413,48233,hutchinson-county-tx,0.0006523636269039963,31290831
Irion County,Texas,TX,1432,48235,irion-county-tx,0.00004576420485604873,31290831
Jack County,Texas,TX,8623,48237,jack-county-tx,0.00027557593468834367,31290831
Jackson County,Texas,TX,15081,48239,jackson-county-tx,0.0004819622719511668,31290831
Jasper County,Texas,TX,32807,48241,jasper-county-tx,0.0010484540982628426,31290831
Jeff Davis County,Texas,TX,1740,48243,jeff-davis-county-tx,0.00005560734388933295,31290831
Jefferson County,Texas,TX,253939,48245,jefferson-county-tx,0.00811544442523754,31290831
Jim Hogg County,Texas,TX,4797,48247,jim-hogg-county-tx,0.00015330369461904033,31290831
Jim Wells County,Texas,TX,38863,48249,jim-wells-county-tx,0.0012419932215926128,31290831
Johnson County,Texas,TX,188820,48251,johnson-county-tx,0.006034355559301062,31290831
Jones County,Texas,TX,19968,48253,jones-county-tx,0.0006381422084955175,31290831
Karnes County,Texas,TX,14819,48255,karnes-county-tx,0.0004735892121241523,31290831
Kaufman County,Texas,TX,160718,48257,kaufman-county-tx,0.00513626499724472,31290831
Kendall County,Texas,TX,46971,48259,kendall-county-tx,0.0015011106608194586,31290831
Kenedy County,Texas,TX,52,48261,kenedy-county-tx,0.0000016618286679570765,31290831
Kent County,Texas,TX,727,48263,kent-county-tx,0.000023233643107784514,31290831
Kerr County,Texas,TX,53166,48265,kerr-county-tx,0.0016990919800116526,31290831
Kimble County,Texas,TX,4355,48267,kimble-county-tx,0.00013917815094140516,31290831
King County,Texas,TX,189,48269,king-county-tx,0.000006040108043151682,31290831
Kinney County,Texas,TX,3140,48271,kinney-county-tx,0.00010034888494971578,31290831
Kleberg County,Texas,TX,30629,48273,kleberg-county-tx,0.0009788490436703327,31290831
Knox County,Texas,TX,3322,48275,knox-county-tx,0.00010616528528756555,31290831
Lamar County,Texas,TX,50421,48277,lamar-county-tx,0.0016113666012896877,31290831
Lamb County,Texas,TX,12919,48279,lamb-county-tx,0.0004128685492564899,31290831
Lampasas County,Texas,TX,22267,48281,lampasas-county-tx,0.000711614210565389,31290831
La Salle County,Texas,TX,6946,48283,la-salle-county-tx,0.00022198196014672797,31290831
Lavaca County,Texas,TX,20479,48285,lavaca-county-tx,0.0006544728709825571,31290831
Lee County,Texas,TX,17758,48287,lee-county-tx,0.0005675144901073416,31290831
Leon County,Texas,TX,16067,48289,leon-county-tx,0.0005134731001551221,31290831
Liberty County,Texas,TX,97993,48291,liberty-county-tx,0.0031316841665214963,31290831
Limestone County,Texas,TX,22185,48293,limestone-county-tx,0.0007089936345889951,31290831
Lipscomb County,Texas,TX,2964,48295,lipscomb-county-tx,0.00009472423407355337,31290831
Live Oak County,Texas,TX,11444,48297,live-oak-county-tx,0.0003657301399250151,31290831
Llano County,Texas,TX,22011,48299,llano-county-tx,0.0007034329002000618,31290831
Loving County,Texas,TX,54,48301,loving-county-tx,0.000001725745155186195,31290831
Lubbock County,Texas,TX,314633,48303,lubbock-county-tx,0.010055118063179594,31290831
Lynn County,Texas,TX,5667,48305,lynn-county-tx,0.00018110736656370678,31290831
McCulloch County,Texas,TX,7565,48307,mcculloch-county-tx,0.0002417641129441401,31290831
McLennan County,Texas,TX,263608,48309,mclennan-county-tx,0.008424448682746713,31290831
McMullen County,Texas,TX,623,48311,mcmullen-county-tx,0.00001990998577187036,31290831
Madison County,Texas,TX,13574,48313,madison-county-tx,0.00043380119882402613,31290831
Marion County,Texas,TX,9631,48315,marion-county-tx,0.0003077898442518193,31290831
Martin County,Texas,TX,5230,48317,martin-county-tx,0.00016714161410414443,31290831
Mason County,Texas,TX,3951,48319,mason-county-tx,0.00012626702052112327,31290831
Matagorda County,Texas,TX,36274,48321,matagorda-county-tx,0.0011592533288745193,31290831
Maverick County,Texas,TX,57770,48323,maverick-county-tx,0.001846227733613083,31290831
Medina County,Texas,TX,52419,48325,medina-county-tx,0.0016752191720315768,31290831
Menard County,Texas,TX,1964,48327,menard-county-tx,0.0000627659904589942,31290831
Midland County,Texas,TX,171496,48329,midland-county-tx,0.005480710946922439,31290831
Milam County,Texas,TX,25268,48331,milam-county-tx,0.000807520899652681,31290831
Mills County,Texas,TX,4499,48333,mills-county-tx,0.0001437801380219017,31290831
Mitchell County,Texas,TX,8989,48335,mitchell-county-tx,0.0002872726518512723,31290831
Montague County,Texas,TX,20599,48337,montague-county-tx,0.0006583078602163042,31290831
Montgomery County,Texas,TX,654722,48339,montgomery-county-tx,0.020923765175811408,31290831
Moore County,Texas,TX,21234,48341,moore-county-tx,0.0006786013449115493,31290831
Morris County,Texas,TX,12014,48343,morris-county-tx,0.0003839463387853138,31290831
Motley County,Texas,TX,1267,48345,motley-county-tx,0.000040491094659646464,31290831
Nacogdoches County,Texas,TX,64897,48347,nacogdoches-county-tx,0.0020739941358540463,31290831
Navarro County,Texas,TX,53735,48349,navarro-county-tx,0.0017172762206283368,31290831
Newton County,Texas,TX,12193,48351,newton-county-tx,0.0003896668643923199,31290831
Nolan County,Texas,TX,14565,48353,nolan-county-tx,0.00046547181824605426,31290831
Nueces County,Texas,TX,352829,48355,nueces-county-tx,0.011275795136281295,31290831
Ochiltree County,Texas,TX,9852,48357,ochiltree-county-tx,0.0003148526160906369,31290831
Oldham County,Texas,TX,2097,48359,oldham-county-tx,0.00006701643685973057,31290831
Orange County,Texas,TX,84993,48361,orange-county-tx,0.0027162269995322274,31290831
Palo Pinto County,Texas,TX,28920,48363,palo-pinto-county-tx,0.0009242324053330511,31290831
Panola County,Texas,TX,22624,48365,panola-county-tx,0.0007230233035357866,31290831
Parker County,Texas,TX,158079,48367,parker-county-tx,0.005051927192345898,31290831
Parmer County,Texas,TX,9752,48369,parmer-county-tx,0.00031165679172918097,31290831
Pecos County,Texas,TX,14983,48371,pecos-county-tx,0.00047883036407694,31290831
Polk County,Texas,TX,51780,48373,polk-county-tx,0.0016547978543618735,31290831
Potter County,Texas,TX,116634,48375,potter-county-tx,0.0037274177857404937,31290831
Presidio County,Texas,TX,6043,48377,presidio-county-tx,0.00019312366616278104,31290831
Rains County,Texas,TX,12505,48379,rains-county-tx,0.0003996378364000624,31290831
Randall County,Texas,TX,143791,48381,randall-county-tx,0.004595307807581077,31290831
Reagan County,Texas,TX,3259,48383,reagan-county-tx,0.00010415191593984833,31290831
Real County,Texas,TX,2821,48385,real-county-tx,0.00009015420523667141,31290831
Red River County,Texas,TX,11621,48387,red-river-county-tx,0.0003713867490447921,31290831
Reeves County,Texas,TX,13219,48389,reeves-county-tx,0.0004224560223408576,31290831
Refugio County,Texas,TX,6693,48391,refugio-county-tx,0.0002138965245122445,31290831
Roberts County,Texas,TX,785,48393,roberts-county-tx,0.000025087221237428946,31290831
Robertson County,Texas,TX,16973,48395,robertson-county-tx,0.0005424272688699127,31290831
Rockwall County,Texas,TX,116931,48397,rockwall-county-tx,0.003736909384094018,31290831
Runnels County,Texas,TX,9880,48399,runnels-county-tx,0.00031574744691184457,31290831
Rusk County,Texas,TX,52613,48401,rusk-county-tx,0.0016814190712928015,31290831
Sabine County,Texas,TX,9998,48403,sabine-county-tx,0.00031951851965836254,31290831
San Augustine County,Texas,TX,7889,48405,san-augustine-county-tx,0.00025211858387525724,31290831
San Jacinto County,Texas,TX,27983,48407,san-jacinto-county-tx,0.0008942875310662091,31290831
San Patricio County,Texas,TX,69519,48409,san-patricio-county-tx,0.0022217051378405385,31290831
San Saba County,Texas,TX,5802,48411,san-saba-county-tx,0.00018542172945167228,31290831
Schleicher County,Texas,TX,2426,48413,schleicher-county-tx,0.00007753069900892054,31290831
Scurry County,Texas,TX,16633,48415,scurry-county-tx,0.0005315614660409626,31290831
Shackelford County,Texas,TX,3169,48417,shackelford-county-tx,0.000101275674014538,31290831
Shelby County,Texas,TX,24108,48419,shelby-county-tx,0.0007704493370597924,31290831
Sherman County,Texas,TX,2434,48421,sherman-county-tx,0.00007778636495783701,31290831
Smith County,Texas,TX,238014,48423,smith-county-tx,0.007606509395675685,31290831
Somervell County,Texas,TX,9510,48425,somervell-county-tx,0.0003039228967744577,31290831
Starr County,Texas,TX,65809,48427,starr-county-tx,0.0021031400540305243,31290831
Stephens County,Texas,TX,9278,48429,stephens-county-tx,0.00029650858425587996,31290831
Sterling County,Texas,TX,1389,48431,sterling-county-tx,0.000044390000380622685,31290831
Stonewall County,Texas,TX,1244,48433,stonewall-county-tx,0.0000397560550565116,31290831
Sutton County,Texas,TX,3306,48435,sutton-county-tx,0.0001056539533897326,31290831
Swisher County,Texas,TX,6981,48437,swisher-county-tx,0.00022310049867323753,31290831
Tarrant County,Texas,TX,2135743,48439,tarrant-county-tx,0.06825459509208943,31290831
Taylor County,Texas,TX,144259,48441,taylor-county-tx,0.00461026426559269,31290831
Terrell County,Texas,TX,851,48443,terrell-county-tx,0.00002719646531598985,31290831
Terry County,Texas,TX,11699,48445,terry-county-tx,0.00037387949204672767,31290831
Throckmorton County,Texas,TX,1589,48447,throckmorton-county-tx,0.000050781649103534513,31290831
Titus County,Texas,TX,31284,48449,titus-county-tx,0.000999781693237869,31290831
Tom Green County,Texas,TX,119398,48451,tom-green-county-tx,0.0038157503710911354,31290831
Travis County,Texas,TX,1307625,48453,travis-county-tx,0.04178939830648793,31290831
Trinity County,Texas,TX,13850,48455,trinity-county-tx,0.0004426216740616444,31290831
Tyler County,Texas,TX,20084,48457,tyler-county-tx,0.0006418493647548063,31290831
Upshur County,Texas,TX,41864,48459,upshur-county-tx,0.001337899910679905,31290831
Upton County,Texas,TX,3227,48461,upton-county-tx,0.00010312925214418243,31290831
Uvalde County,Texas,TX,24810,48463,uvalde-county-tx,0.0007928840240772129,31290831
Val Verde County,Texas,TX,47647,48465,val-verde-county-tx,0.0015227144335029006,31290831
Van Zandt County,Texas,TX,61323,48467,van-zandt-county-tx,0.001959775373175612,31290831
Victoria County,Texas,TX,91281,48469,victoria-county-tx,0.002917180435380575,31290831
Walker County,Texas,TX,78292,48471,walker-county-tx,0.002502074809071066,31290831
Waller County,Texas,TX,59455,48473,waller-county-tx,0.0019000773741036153,31290831
Ward County,Texas,TX,11255,48475,ward-county-tx,0.00035969003188186344,31290831
Washington County,Texas,TX,36156,48477,washington-county-tx,0.0011554822561280012,31290831
Webb County,Texas,TX,267731,48479,webb-county-tx,0.00855621252116954,31290831
Wharton County,Texas,TX,41651,48481,wharton-county-tx,0.0013310928047900038,31290831
Wheeler County,Texas,TX,4902,48483,wheeler-county-tx,0.00015665931019856903,31290831
Wichita County,Texas,TX,129842,48485,wichita-county-tx,0.004149522267401591,31290831
Wilbarger County,Texas,TX,12712,48487,wilbarger-county-tx,0.0004062531928282761,31290831
Willacy County,Texas,TX,20218,48489,willacy-county-tx,0.0006461317693991572,31290831
Williamson County,Texas,TX,643889,48491,williamson-county-tx,0.020577561522734888,31290831
Wilson County,Texas,TX,51501,48493,wilson-county-tx,0.0016458815043934117,31290831
Winkler County,Texas,TX,7540,48495,winkler-county-tx,0.0002409651568537761,31290831
Wise County,Texas,TX,72359,48497,wise-county-tx,0.0023124665497058867,31290831
Wood County,Texas,TX,46094,48499,wood-county-tx,0.0014730832811694903,31290831
Yoakum County,Texas,TX,7589,48501,yoakum-county-tx,0.00024253111079088952,31290831
Young County,Texas,TX,17963,48503,young-county-tx,0.0005740659300483263,31290831
Zapata County,Texas,TX,13855,48505,zapata-county-tx,0.00044278146527971726,31290831
Zavala County,Texas,TX,9532,48507,zavala-county-tx,0.000304625978133978,31290831
Beaver County,Utah,UT,7172,49001,beaver-county-ut,0.002047029737588027,3503613
Box Elder County,Utah,UT,59725,49003,box-elder-county-ut,0.01704668866110498,3503613
Cache County,Utah,UT,137031,49005,cache-county-ut,0.03911134020795105,3503613
Carbon County,Utah,UT,20446,49007,carbon-county-ut,0.0058356901861021755,3503613
Daggett County,Utah,UT,747,49009,daggett-county-ut,0.00021320847936116233,3503613
Davis County,Utah,UT,366742,49011,davis-county-ut,0.1046753736785427,3503613
Duchesne County,Utah,UT,19932,49013,duchesne-county-ut,0.005688984485444026,3503613
Emery County,Utah,UT,9968,49015,emery-county-ut,0.002845063082024185,3503613
Garfield County,Utah,UT,5170,49017,garfield-county-ut,0.0014756195961140685,3503613
Grand County,Utah,UT,9697,49019,grand-county-ut,0.0027677143565799076,3503613
Iron County,Utah,UT,60201,49021,iron-county-ut,0.017182548415021863,3503613
Juab County,Utah,UT,12273,49023,juab-county-ut,0.003502955377777169,3503613
Kane County,Utah,UT,7996,49025,kane-county-ut,0.002282215530082803,3503613
Millard County,Utah,UT,13179,49027,millard-county-ut,0.0037615455816609883,3503613
Morgan County,Utah,UT,12585,49029,morgan-county-ut,0.0035920063089159675,3503613
Piute County,Utah,UT,1705,49031,piute-county-ut,0.0004866405051014481,3503613
Rich County,Utah,UT,2588,49033,rich-county-ut,0.0007386660570102919,3503613
Salt Lake County,Utah,UT,1184689,49035,salt-lake-county-ut,0.33813352102529587,3503613
San Juan County,Utah,UT,14466,49037,san-juan-county-ut,0.004128880672608533,3503613
Sanpete County,Utah,UT,29209,49039,sanpete-county-ut,0.008336822588567858,3503613
Sevier County,Utah,UT,21854,49041,sevier-county-ut,0.006237561054831113,3503613
Summit County,Utah,UT,42709,49043,summit-county-ut,0.012189987878227419,3503613
Tooele County,Utah,UT,76648,49045,tooele-county-ut,0.02187684541643155,3503613
Uintah County,Utah,UT,36458,49047,uintah-county-ut,0.0104058296392895,3503613
Utah County,Utah,UT,683622,49049,utah-county-ut,0.19511915271464056,3503613
Wasatch County,Utah,UT,35808,49051,wasatch-county-ut,0.010220306866083669,3503613
Washington County,Utah,UT,189827,49053,washington-county-ut,0.05418035610668187,3503613
Wayne County,Utah,UT,2557,49055,wayne-county-ut,0.0007298180478266293,3503613
Weber County,Utah,UT,266183,49057,weber-county-ut,0.07597385898499634,3503613
Addison County,Vermont,VT,37497,50001,addison-county-vt,0.057821749810714994,648493
Bennington County,Vermont,VT,37312,50003,bennington-county-vt,0.0575364730228391,648493
Caledonia County,Vermont,VT,30425,50005,caledonia-county-vt,0.046916466330399864,648493
Chittenden County,Vermont,VT,168831,50007,chittenden-county-vt,0.26034359661553785,648493
Essex County,Vermont,VT,5972,50009,essex-county-vt,0.009209043119971996,648493
Franklin County,Vermont,VT,50379,50011,franklin-county-vt,0.07768626646702431,648493
Grand Isle County,Vermont,VT,7393,50013,grand-isle-county-vt,0.011400277258197082,648493
Lamoille County,Vermont,VT,26036,50015,lamoille-county-vt,0.04014846729263076,648493
Orange County,Vermont,VT,29594,50017,orange-county-vt,0.04563503383999519,648493
Orleans County,Vermont,VT,27492,50019,orleans-county-vt,0.04239367271504858,648493
Rutland County,Vermont,VT,60484,50021,rutland-county-vt,0.09326854723181284,648493
Washington County,Vermont,VT,59958,50023,washington-county-vt,0.09245743593223057,648493
Windham County,Vermont,VT,45913,50025,windham-county-vt,0.07079953060403119,648493
Windsor County,Vermont,VT,57968,50027,windsor-county-vt,0.08938878291670072,648493
Accomack County,Virginia,VA,33326,51001,accomack-county-va,0.0037822338513674933,8811195
Albemarle County,Virginia,VA,113683,51003,albemarle-county-va,0.012902109191772513,8811195
Alleghany County,Virginia,VA,14962,51005,alleghany-county-va,0.0016980670612782942,8811195
Amelia County,Virginia,VA,13342,51007,amelia-county-va,0.0015142100475588158,8811195
Amherst County,Virginia,VA,31385,51009,amherst-county-va,0.0035619459108554513,8811195
Appomattox County,Virginia,VA,16424,51011,appomattox-county-va,0.0018639923415609348,8811195
Arlington County,Virginia,VA,235463,51013,arlington-county-va,0.026723162976191085,8811195
Augusta County,Virginia,VA,77713,51015,augusta-county-va,0.008819802535297426,8811195
Bath County,Virginia,VA,4123,51017,bath-county-va,0.0004679274491144504,8811195
Bedford County,Virginia,VA,80254,51019,bedford-county-va,0.00910818566607594,8811195
Bland County,Virginia,VA,6211,51021,bland-county-va,0.0007048987112417782,8811195
Botetourt County,Virginia,VA,33875,51023,botetourt-county-va,0.0038445409504613164,8811195
Brunswick County,Virginia,VA,15868,51025,brunswick-county-va,0.0018008907985806693,8811195
Buchanan County,Virginia,VA,19857,51027,buchanan-county-va,0.0022536103218689404,8811195
Buckingham County,Virginia,VA,16914,51029,buckingham-county-va,0.001919603413611888,8811195
Campbell County,Virginia,VA,55398,51031,campbell-county-va,0.0062872289173034985,8811195
Caroline County,Virginia,VA,31541,51033,caroline-county-va,0.0035796506603247348,8811195
Carroll County,Virginia,VA,29158,51035,carroll-county-va,0.0033091992629830573,8811195
Charles City County,Virginia,VA,6686,51036,charles-city-county-va,0.0007588074035360697,8811195
Charlotte County,Virginia,VA,11475,51037,charlotte-county-va,0.0013023205138463058,8811195
Chesterfield County,Virginia,VA,371610,51041,chesterfield-county-va,0.042174756091540366,8811195
Clarke County,Virginia,VA,15060,51043,clarke-county-va,0.001709189275688485,8811195
Craig County,Virginia,VA,4881,51045,craig-county-va,0.000553954372817762,8811195
Culpeper County,Virginia,VA,53563,51047,culpeper-county-va,0.006078971127071867,8811195
Cumberland County,Virginia,VA,9745,51049,cumberland-county-va,0.0011059793819113073,8811195
Dickenson County,Virginia,VA,13920,51051,dickenson-county-va,0.0015798084141821853,8811195
Dinwiddie County,Virginia,VA,28083,51053,dinwiddie-county-va,0.0031871953804222925,8811195
Essex County,Virginia,VA,10604,51057,essex-county-va,0.0012034689959761417,8811195
Fairfax County,Virginia,VA,1144474,51059,fairfax-county-va,0.12988862464172,8811195
Fauquier County,Virginia,VA,73935,51061,fauquier-county-va,0.008391029820586197,8811195
Floyd County,Virginia,VA,15560,51063,floyd-county-va,0.001765935267577213,8811195
Fluvanna County,Virginia,VA,27764,51065,fluvanna-county-va,0.003150991437597284,8811195
Franklin County,Virginia,VA,54958,51067,franklin-county-va,0.006237292444441418,8811195
Frederick County,Virginia,VA,93355,51069,frederick-county-va,0.01059504414554439,8811195
Giles County,Virginia,VA,16610,51071,giles-county-va,0.0018851018505435416,8811195
Gloucester County,Virginia,VA,39228,51073,gloucester-county-va,0.004452063539622038,8811195
Goochland County,Virginia,VA,25613,51075,goochland-county-va,0.0029068701804919766,8811195
Grayson County,Virginia,VA,15323,51077,grayson-county-va,0.0017390376674219557,8811195
Greene County,Virginia,VA,20850,51079,greene-county-va,0.0023663078617599544,8811195
Greensville County,Virginia,VA,11304,51081,greensville-county-va,0.0012829133846203608,8811195
Halifax County,Virginia,VA,33811,51083,halifax-county-va,0.0038372774634995595,8811195
Hanover County,Virginia,VA,111652,51085,hanover-county-va,0.0126716069727205,8811195
Henrico County,Virginia,VA,334434,51087,henrico-county-va,0.037955578102629665,8811195
Henry County,Virginia,VA,50365,51089,henry-county-va,0.005716023762951564,8811195
Highland County,Virginia,VA,2265,51091,highland-county-va,0.0002570593432559375,8811195
Isle of Wight County,Virginia,VA,39444,51093,isle-of-wight-county-va,0.004476577808117968,8811195
James City County,Virginia,VA,80046,51095,james-city-county-va,0.00908457933345023,8811195
King and Queen County,Virginia,VA,6676,51097,king-and-queen-county-va,0.0007576724836982952,8811195
King George County,Virginia,VA,27468,51099,king-george-county-va,0.003117397810399157,8811195
King William County,Virginia,VA,18232,51101,king-william-county-va,0.002069185848230575,8811195
Lancaster County,Virginia,VA,10876,51103,lancaster-county-va,0.0012343388155636097,8811195
Lee County,Virginia,VA,22042,51105,lee-county-va,0.0025015903064226816,8811195
Loudoun County,Virginia,VA,427082,51107,loudoun-county-va,0.048470383415643394,8811195
Louisa County,Virginia,VA,39012,51109,louisa-county-va,0.004427549271126107,8811195
Lunenburg County,Virginia,VA,11990,51111,lunenburg-county-va,0.0013607688854916954,8811195
Madison County,Virginia,VA,13931,51113,madison-county-va,0.0015810568260037374,8811195
Mathews County,Virginia,VA,8517,51115,mathews-county-va,0.0009666112258325914,8811195
Mecklenburg County,Virginia,VA,30431,51117,mecklenburg-county-va,0.0034536745583317588,8811195
Middlesex County,Virginia,VA,10774,51119,middlesex-county-va,0.0012227626332183092,8811195
Montgomery County,Virginia,VA,99159,51121,montgomery-county-va,0.011253751619388743,8811195
Nelson County,Virginia,VA,14777,51125,nelson-county-va,0.0016770710442794649,8811195
New Kent County,Virginia,VA,24139,51127,new-kent-county-va,0.0027395829964040066,8811195
Northampton County,Virginia,VA,12115,51131,northampton-county-va,0.0013749553834638776,8811195
Northumberland County,Virginia,VA,12085,51133,northumberland-county-va,0.0013715506239505538,8811195
Nottoway County,Virginia,VA,15597,51135,nottoway-county-va,0.0017701344709769788,8811195
Orange County,Virginia,VA,37208,51137,orange-county-va,0.004222809732391577,8811195
Page County,Virginia,VA,23750,51139,page-county-va,0.002695434614714576,8811195
Patrick County,Virginia,VA,17606,51141,patrick-county-va,0.0019981398663858874,8811195
