County,State,State Abbreviation,County Population,FIPS - County Code,County Name Fragment,County % of State Population,State Population
Chatham County,North Carolina,NC,78319,37037,chatham-county-nc,0.007090243512054654,11046024
Cherokee County,North Carolina,NC,29197,37039,cherokee-county-nc,0.00264321352189711,11046024
Chowan County,North Carolina,NC,13814,37041,chowan-county-nc,0.001250585731119179,11046024
Clay County,North Carolina,NC,11391,37043,clay-county-nc,0.0010312307849412604,11046024
Cleveland County,North Carolina,NC,100170,37045,cleveland-county-nc,0.00906842136138759,11046024
Columbus County,North Carolina,NC,50453,37047,columbus-county-nc,0.004567525835540463,11046024
Craven County,North Carolina,NC,101074,37049,craven-county-nc,0.009150260763510925,11046024
Cumberland County,North Carolina,NC,336749,37051,cumberland-county-nc,0.03048599206375072,11046024
Currituck County,North Carolina,NC,29612,37053,currituck-county-nc,0.0026807836014116934,11046024
Dare County,North Carolina,NC,37534,37055,dare-county-nc,0.0033979647337358675,11046024
Davidson County,North Carolina,NC,171063,37057,davidson-county-nc,0.015486386775911404,11046024
Davie County,North Carolina,NC,43526,37059,davie-county-nc,0.003940422363739206,11046024
Duplin County,North Carolina,NC,49053,37061,duplin-county-nc,0.004440783398623795,11046024
Durham County,North Carolina,NC,329405,37063,durham-county-nc,0.029821137451810715,11046024
Edgecombe County,North Carolina,NC,48777,37065,edgecombe-county-nc,0.004415797032488794,11046024
Forsyth County,North Carolina,NC,386740,37067,forsyth-county-nc,0.035011692895108686,11046024
Franklin County,North Carolina,NC,71962,37069,franklin-county-nc,0.006514742318140899,11046024
Gaston County,North Carolina,NC,231485,37071,gaston-county-nc,0.020956409292610625,11046024
Gates County,North Carolina,NC,10437,37073,gates-county-nc,0.0009448648672137595,11046024
Graham County,North Carolina,NC,8041,37075,graham-county-nc,0.0007279542394620906,11046024
Granville County,North Carolina,NC,61439,37077,granville-county-nc,0.005562091844087972,11046024
Greene County,North Carolina,NC,20421,37079,greene-county-nc,0.0018487195030537685,11046024
Guilford County,North Carolina,NC,542987,37081,guilford-county-nc,0.049156782567193406,11046024
Halifax County,North Carolina,NC,48219,37083,halifax-county-nc,0.004365281118346294,11046024
Harnett County,North Carolina,NC,136503,37085,harnett-county-nc,0.012357659190311374,11046024
Haywood County,North Carolina,NC,62432,37087,haywood-county-nc,0.005651988443986723,11046024
Henderson County,North Carolina,NC,117387,37089,henderson-county-nc,0.010627081744526356,11046024
Hertford County,North Carolina,NC,20492,37091,hertford-county-nc,0.0018551471552116852,11046024
Hoke County,North Carolina,NC,53102,37093,hoke-county-nc,0.004807340632249215,11046024
Hyde County,North Carolina,NC,4625,37095,hyde-county-nc,0.0004187026933854209,11046024
Iredell County,North Carolina,NC,191800,37097,iredell-county-nc,0.017363713857583507,11046024
Jackson County,North Carolina,NC,43089,37099,jackson-county-nc,0.003900860617358789,11046024
Johnston County,North Carolina,NC,226623,37101,johnston-county-nc,0.020516250915261457,11046024
Jones County,North Carolina,NC,9245,37103,jones-county-nc,0.0008369527352104251,11046024
Lee County,North Carolina,NC,64565,37105,lee-county-nc,0.005845089599660475,11046024
Lenoir County,North Carolina,NC,54917,37107,lenoir-county-nc,0.004971653148680467,11046024
Lincoln County,North Carolina,NC,90359,37109,lincoln-county-nc,0.008180228469537998,11046024
McDowell County,North Carolina,NC,44679,37111,mcdowell-county-nc,0.004044803813571291,11046024
Macon County,North Carolina,NC,37533,37113,macon-county-nc,0.003397874203423784,11046024
Madison County,North Carolina,NC,21640,37115,madison-county-nc,0.001959075953483353,11046024
Martin County,North Carolina,NC,21773,37117,martin-county-nc,0.0019711164849904365,11046024
Mecklenburg County,North Carolina,NC,1130906,37119,mecklenburg-county-nc,0.1023812731169152,11046024
Mitchell County,North Carolina,NC,14973,37121,mitchell-county-nc,0.0013555103628237635,11046024
Montgomery County,North Carolina,NC,25874,37123,montgomery-county-nc,0.00234238129484419,11046024
Moore County,North Carolina,NC,102840,37125,moore-county-nc,0.009310137294650094,11046024
Nash County,North Carolina,NC,95451,37127,nash-county-nc,0.008641208818666337,11046024
New Hanover County,North Carolina,NC,231214,37129,new-hanover-county-nc,0.020931875578036042,11046024
Northampton County,North Carolina,NC,17212,37131,northampton-county-nc,0.001558207731578349,11046024
Onslow County,North Carolina,NC,208537,37133,onslow-county-nc,0.01887891969092227,11046024
Orange County,North Carolina,NC,147292,37135,orange-county-nc,0.013334390727378466,11046024
Pamlico County,North Carolina,NC,12315,37137,pamlico-county-nc,0.0011148807933062611,11046024
Pasquotank County,North Carolina,NC,40830,37139,pasquotank-county-nc,0.003696352642362537,11046024
Pender County,North Carolina,NC,63475,37141,pender-county-nc,0.005746411559489641,11046024
Perquimans County,North Carolina,NC,13146,37143,perquimans-county-nc,0.001190111482647512,11046024
Person County,North Carolina,NC,39275,37145,person-county-nc,0.0035555780070729522,11046024
Pitt County,North Carolina,NC,172279,37147,pitt-county-nc,0.01559647163540474,11046024
Polk County,North Carolina,NC,19689,37149,polk-county-nc,0.0017824513146087679,11046024
Randolph County,North Carolina,NC,145322,37151,randolph-county-nc,0.013156046012574299,11046024
Richmond County,North Carolina,NC,42818,37153,richmond-county-nc,0.0038763269027842053,11046024
Robeson County,North Carolina,NC,116858,37155,robeson-county-nc,0.010579191209434272,11046024
Rockingham County,North Carolina,NC,91585,37157,rockingham-county-nc,0.008291218632152167,11046024
Rowan County,North Carolina,NC,148487,37159,rowan-county-nc,0.01344257445031805,11046024
Rutherford County,North Carolina,NC,64850,37161,rutherford-county-nc,0.005870890738604226,11046024
Sampson County,North Carolina,NC,59245,37163,sampson-county-nc,0.005363468339377137,11046024
Scotland County,North Carolina,NC,34353,37165,scotland-county-nc,0.003109987810998781,11046024
Stanly County,North Carolina,NC,63557,37167,stanly-county-nc,0.005753835045080475,11046024
Stokes County,North Carolina,NC,44889,37169,stokes-county-nc,0.0040638151791087904,11046024
Surry County,North Carolina,NC,71407,37171,surry-county-nc,0.006464497994934648,11046024
Swain County,North Carolina,NC,14065,37173,swain-county-nc,0.001273308839452096,11046024
Transylvania County,North Carolina,NC,33243,37175,transylvania-county-nc,0.00300949916458628,11046024
Tyrrell County,North Carolina,NC,3376,37177,tyrrell-county-nc,0.00030563033359333637,11046024
Union County,North Carolina,NC,244975,37179,union-county-nc,0.022177663202614804,11046024
Vance County,North Carolina,NC,42361,37181,vance-county-nc,0.003834954550162122,11046024
Wake County,North Carolina,NC,1151009,37183,wake-county-nc,0.10420120398072646,11046024
Warren County,North Carolina,NC,18751,37185,warren-county-nc,0.0016975338818746002,11046024
Washington County,North Carolina,NC,10905,37187,washington-county-nc,0.00098723305326876,11046024
Watauga County,North Carolina,NC,54607,37189,watauga-county-nc,0.004943588751934633,11046024
Wayne County,North Carolina,NC,117606,37191,wayne-county-nc,0.010646907882872607,11046024
Wilkes County,North Carolina,NC,65983,37193,wilkes-county-nc,0.005973461582194643,11046024
Wilson County,North Carolina,NC,78648,37195,wilson-county-nc,0.007120027984730071,11046024
Yadkin County,North Carolina,NC,37419,37197,yadkin-county-nc,0.0033875537478462838,11046024
Yancey County,North Carolina,NC,18676,37199,yancey-county-nc,0.0016907441084683503,11046024
Adams County,North Dakota,ND,2179,38001,adams-county-nd,0.0027354852316437517,796568
Barnes County,North Dakota,ND,10794,38003,barnes-county-nd,0.013550632212190297,796568
Benson County,North Dakota,ND,5861,38005,benson-county-nd,0.007357815026463529,796568
Billings County,North Dakota,ND,948,38007,billings-county-nd,0.0011901055528216046,796568
Bottineau County,North Dakota,ND,6390,38009,bottineau-county-nd,0.008021914011107651,796568
Bowman County,North Dakota,ND,2935,38011,bowman-county-nd,0.003684556748450854,796568
Burke County,North Dakota,ND,2163,38013,burke-county-nd,0.0027153990619758765,796568
Burleigh County,North Dakota,ND,98986,38015,burleigh-county-nd,0.12426559942151831,796568
Cass County,North Dakota,ND,189286,38017,cass-county-nd,0.2376269194845889,796568
Cavalier County,North Dakota,ND,3663,38019,cavalier-county-nd,0.004598477468339175,796568
Dickey County,North Dakota,ND,4959,38021,dickey-county-nd,0.006225457211437065,796568
Divide County,North Dakota,ND,2174,38023,divide-county-nd,0.0027292083036225406,796568
Dunn County,North Dakota,ND,4043,38025,dunn-county-nd,0.005075523997951211,796568
Eddy County,North Dakota,ND,2319,38027,eddy-county-nd,0.0029112392162376597,796568
Emmons County,North Dakota,ND,3269,38029,emmons-county-nd,0.004103855540267749,796568
Foster County,North Dakota,ND,3372,38031,foster-county-nd,0.004233160257504695,796568
Golden Valley County,North Dakota,ND,1679,38033,golden-valley-county-nd,0.002107792429522652,796568
Grand Forks County,North Dakota,ND,72764,38035,grand-forks-county-nd,0.09134687810707937,796568
Grant County,North Dakota,ND,2276,38037,grant-county-nd,0.002857257635255245,796568
Griggs County,North Dakota,ND,2340,38039,griggs-county-nd,0.002937602313926746,796568
Hettinger County,North Dakota,ND,2453,38041,hettinger-county-nd,0.003079460887206114,796568
Kidder County,North Dakota,ND,2374,38043,kidder-county-nd,0.0029802854244709806,796568
LaMoure County,North Dakota,ND,4107,38045,lamoure-county-nd,0.005155868676622711,796568
Logan County,North Dakota,ND,1848,38047,logan-county-nd,0.002319952596639584,796568
McHenry County,North Dakota,ND,5264,38049,mchenry-county-nd,0.006608349820730936,796568
McIntosh County,North Dakota,ND,2512,38051,mcintosh-county-nd,0.003153528637856404,796568
McKenzie County,North Dakota,ND,14280,38053,mckenzie-county-nd,0.017926906428578603,796568
McLean County,North Dakota,ND,9807,38055,mclean-county-nd,0.012311566620803245,796568
Mercer County,North Dakota,ND,8341,38057,mercer-county-nd,0.010471171324984182,796568
Morton County,North Dakota,ND,33479,38059,morton-county-nd,0.04202905464442458,796568
Mountrail County,North Dakota,ND,9567,38061,mountrail-county-nd,0.012010274075785117,796568
Nelson County,North Dakota,ND,3015,38063,nelson-county-nd,0.00378498759679023,796568
Oliver County,North Dakota,ND,1821,38065,oliver-county-nd,0.0022860571853250446,796568
Pembina County,North Dakota,ND,6787,38067,pembina-county-nd,0.008520302095991805,796568
Pierce County,North Dakota,ND,3961,38069,pierce-county-nd,0.00497258237840335,796568
Ramsey County,North Dakota,ND,11563,38071,ramsey-county-nd,0.014516023741852548,796568
Ransom County,North Dakota,ND,5662,38073,ransom-county-nd,0.007107993291219331,796568
Renville County,North Dakota,ND,2277,38075,renville-county-nd,0.0028585130208594873,796568
Richland County,North Dakota,ND,16550,38077,richland-county-nd,0.020776631750208396,796568
Rolette County,North Dakota,ND,12065,38079,rolette-county-nd,0.015146227315182132,796568
Sargent County,North Dakota,ND,3822,38081,sargent-county-nd,0.0047980837794136845,796568
Sheridan County,North Dakota,ND,1327,38083,sheridan-county-nd,0.001665896696829398,796568
Sioux County,North Dakota,ND,3789,38085,sioux-county-nd,0.004756656054473692,796568
Slope County,North Dakota,ND,795,38087,slope-county-nd,0.0009980315553725482,796568
Stark County,North Dakota,ND,33116,38089,stark-county-nd,0.041573349670084664,796568
Steele County,North Dakota,ND,1731,38091,steele-county-nd,0.0021730724809432465,796568
Stutsman County,North Dakota,ND,21525,38093,stutsman-county-nd,0.027022175131313334,796568
Towner County,North Dakota,ND,2113,38095,towner-county-nd,0.0026526297817637667,796568
Traill County,North Dakota,ND,7980,38097,traill-county-nd,0.010017977121852747,796568
Walsh County,North Dakota,ND,10488,38099,walsh-county-nd,0.013166484217292183,796568
Ward County,North Dakota,ND,69232,38101,ward-county-nd,0.08691285615289593,796568
Wells County,North Dakota,ND,3942,38103,wells-county-nd,0.004948730051922748,796568
Williams County,North Dakota,ND,39368,38105,williams-county-nd,0.049422020467806894,796568
Adams County,Ohio,OH,27510,39001,adams-county-oh,0.0023150127271001396,11883304
Allen County,Ohio,OH,101685,39003,allen-county-oh,0.008556963618872327,11883304
Ashland County,Ohio,OH,52296,39005,ashland-county-oh,0.004400796276860375,11883304
Ashtabula County,Ohio,OH,97343,39007,ashtabula-county-oh,0.00819157702268662,11883304
Athens County,Ohio,OH,61573,39009,athens-county-oh,0.005181471415693817,11883304
Auglaize County,Ohio,OH,46209,39011,auglaize-county-oh,0.0038885649984213145,11883304
Belmont County,Ohio,OH,65982,39013,belmont-county-oh,0.00555249617446461,11883304
Brown County,Ohio,OH,43710,39015,brown-county-oh,0.003678269949165653,11883304
Butler County,Ohio,OH,389910,39017,butler-county-oh,0.032811581694787914,11883304
Carroll County,Ohio,OH,26731,39019,carroll-county-oh,0.002249458568088471,11883304
Champaign County,Ohio,OH,38772,39021,champaign-county-oh,0.003262728951476795,11883304
Clark County,Ohio,OH,135445,39023,clark-county-oh,0.011397924348312556,11883304
Clermont County,Ohio,OH,209862,39025,clermont-county-oh,0.01766023994673535,11883304
Clinton County,Ohio,OH,42014,39027,clinton-county-oh,0.003535548699250646,11883304
Columbiana County,Ohio,OH,101203,39029,columbiana-county-oh,0.00851640250893186,11883304
Coshocton County,Ohio,OH,36679,39031,coshocton-county-oh,0.0030865994844531453,11883304
Crawford County,Ohio,OH,41767,39033,crawford-county-oh,0.003514763234198166,11883304
Cuyahoga County,Ohio,OH,1249418,39035,cuyahoga-county-oh,0.10514062419004008,11883304
Darke County,Ohio,OH,51655,39037,darke-county-oh,0.004346855049740375,11883304
Defiance County,Ohio,OH,38258,39039,defiance-county-oh,0.0032194749877643455,11883304
Delaware County,Ohio,OH,221160,39041,delaware-county-oh,0.018610985631605487,11883304
Erie County,Ohio,OH,74938,39043,erie-county-oh,0.006306158623897866,11883304
Fairfield County,Ohio,OH,161289,39045,fairfield-county-oh,0.013572740375908922,11883304
Fayette County,Ohio,OH,28880,39047,fayette-county-oh,0.0024303005292130877,11883304
Franklin County,Ohio,OH,1321635,39049,franklin-county-oh,0.11121780609163916,11883304
Fulton County,Ohio,OH,42434,39051,fulton-county-oh,0.0035708924050079,11883304
Gallia County,Ohio,OH,29162,39053,gallia-county-oh,0.0024540313030786726,11883304
Geauga County,Ohio,OH,95479,39055,geauga-county-oh,0.008034718290468711,11883304
Greene County,Ohio,OH,168531,39057,greene-county-oh,0.014182166845180432,11883304
Guernsey County,Ohio,OH,38283,39059,guernsey-county-oh,0.0032215787797737062,11883304
Hamilton County,Ohio,OH,827878,39061,hamilton-county-oh,0.06966732484500944,11883304
Hancock County,Ohio,OH,74885,39063,hancock-county-oh,0.0063016985848380214,11883304
Hardin County,Ohio,OH,30527,39065,hardin-county-oh,0.002568898346789748,11883304
Harrison County,Ohio,OH,14408,39067,harrison-county-oh,0.0012124574108345625,11883304
Henry County,Ohio,OH,27581,39069,henry-county-oh,0.002320987496406723,11883304
Highland County,Ohio,OH,43403,39071,highland-county-oh,0.0036524353832907076,11883304
Hocking County,Ohio,OH,27938,39073,hocking-county-oh,0.002351029646300389,11883304
Holmes County,Ohio,OH,44312,39075,holmes-county-oh,0.0037289292607510503,11883304
Huron County,Ohio,OH,58412,39077,huron-county-oh,0.004915467954030293,11883304
Jackson County,Ohio,OH,32588,39079,jackson-county-oh,0.002742334960041416,11883304
Jefferson County,Ohio,OH,64855,39081,jefferson-county-oh,0.005457657230682645,11883304
Knox County,Ohio,OH,62888,39083,knox-county-oh,0.005292130875386172,11883304
Lake County,Ohio,OH,232101,39085,lake-county-oh,0.019531689166581954,11883304
Lawrence County,Ohio,OH,57385,39087,lawrence-county-oh,0.00482904417828577,11883304
Licking County,Ohio,OH,180311,39089,licking-county-oh,0.015173473639991032,11883304
Logan County,Ohio,OH,46140,39091,logan-county-oh,0.00388275853247548,11883304
Lorain County,Ohio,OH,314588,39093,lorain-county-oh,0.026473108825626274,11883304
Lucas County,Ohio,OH,428748,39095,lucas-county-oh,0.03607986465716942,11883304
Madison County,Ohio,OH,44126,39097,madison-county-oh,0.0037132770482014095,11883304
Mahoning County,Ohio,OH,227063,39099,mahoning-county-oh,0.019107733000855654,11883304
Marion County,Ohio,OH,65145,39101,marion-county-oh,0.005482061217991226,11883304
Medina County,Ohio,OH,183049,39103,medina-county-oh,0.01540388094085618,11883304
Meigs County,Ohio,OH,22072,39105,meigs-county-oh,0.0018573958892240743,11883304
Mercer County,Ohio,OH,42438,39107,mercer-county-oh,0.003571229011729398,11883304
