period_date,fips_code,county_name,state_fips,region_code,division_code,sf_buildings,sf_units,sf_value,duplex_buildings,duplex_units,duplex_value,small_multi_buildings,small_multi_units,small_multi_value,large_multi_buildings,large_multi_units,large_multi_value,total_buildings,total_units,total_value,sf_units_yoy,total_units_yoy
2024-09-01,34,,34,1,2,1314,1314,285266421,139,278,34402803,26,85,13402557,87,911,90075013,1566,2588,423146794,,
2024-10-01,34,,34,1,2,1630,1630,370634989,45,90,11059257,13,42,5314745,103,1220,137515038,1791,2982,524524029,,
2024-11-01,34,,34,1,2,1110,1110,252317228,30,60,9286296,13,40,6224686,84,1969,283311318,1237,3179,551139528,,
2024-12-01,34,,34,1,2,1153,1153,265677958,39,78,11449635,19,59,9064291,138,2371,241066269,1349,3661,527258153,,
2025-01-01,34,,34,1,2,1302,1302,285878493,51,102,15070640,14,48,5187568,81,1461,192604062,1448,2913,498740763,7.78,-8.94
2025-02-01,34,,34,1,2,1293,1293,272938140,40,80,9295712,12,38,2965845,69,804,96261198,1414,2215,381460895,1.17,-40.57
2025-03-01,34,,34,1,2,1690,1690,315697432,46,92,10897647,22,72,5304310,111,1483,154420102,1869,3337,486319491,,
2025-04-01,34,,34,1,2,1352,1352,304129747,57,114,12338931,28,92,8208299,97,986,125933924,1534,2544,450610901,-4.32,-17.83
2025-05-01,34,,34,1,2,1257,1257,283112964,36,72,14564751,25,82,8344693,104,993,109834828,1422,2404,415857236,-4.48,-10.5
2025-06-01,34,,34,1,2,1281,1281,287718131,35,70,10166386,15,50,3299054,94,1254,128161507,1425,2655,429345078,-7.17,-7.33
2025-07-01,34,,34,1,2,1114,1114,295422348,43,86,7822839,25,84,8486690,82,1354,148840802,1264,2638,460572679,-18.69,-12.99
2025-08-01,34,,34,1,2,1288,1288,281231244,57,114,13899308,33,106,10340052,70,1005,128953114,1448,2513,434423718,-14.93,-31.06
2025-09-01,34,,34,1,2,1299,1299,305753625,22,44,8059198,21,74,6001206,98,1059,121926226,1440,2476,441740255,-1.14,-4.33
2025-10-01,34,,34,1,2,1381,1381,321051818,62,124,15180509,30,98,12563205,84,1266,134831246,1557,2869,483626778,-15.28,-3.79
2025-11-01,34,,34,1,2,1016,1016,242067309,27,54,8161077,15,49,3946545,77,1150,168805306,1135,2269,422980237,-8.47,-28.63
2025-12-01,34,,34,1,2,1170,1170,287925539,45,90,17918838,26,89,10262771,134,2056,285520097,1375,3405,601627245,1.47,-6.99
2024-01-01,35,,35,4,8,527,527,139000414,12,24,5127715,1,3,504858,1,20,2500000,541,574,147132987,,
2024-02-01,35,,35,4,8,640,640,134175624,10,20,4022343,1,4,1250000,7,120,1400000,658,784,140847967,,
2024-03-01,35,,35,4,8,781,781,171741726,8,16,2907245,1,4,350000,3,78,1433834,793,879,176432805,,
2024-04-01,35,,35,4,8,599,599,208932652,4,8,1206960,0,0,0,1,5,733333,604,612,210872945,,
2024-05-01,35,,35,4,8,736,736,255545918,2,4,425000,0,0,0,0,0,0,738,740,255970918,,
2024-06-01,35,,35,4,8,727,727,242942306,12,24,3973336,1,4,650000,3,52,2300000,743,807,249865642,,
2024-07-01,35,,35,4,8,625,625,223694866,18,36,4722284,2,6,1081179,2,82,11852675,647,749,241351004,,
2024-08-01,35,,35,4,8,709,709,197314923,15,30,4988083,0,0,0,0,0,0,724,739,202303006,,
2024-09-01,35,,35,4,8,704,704,221383514,12,24,4566772,4,14,2079977,3,120,12788447,723,862,240818710,,
2024-10-01,35,,35,4,8,583,583,216946870,15,30,5269127,5,19,2004098,0,0,0,603,632,224220095,,
2024-11-01,35,,35,4,8,473,473,173559033,8,16,2855377,1,3,499399,8,216,28822222,490,708,205736031,,
2024-12-01,35,,35,4,8,438,438,125893718,13,26,4381983,0,0,0,4,120,23600000,455,584,153875701,,
2025-01-01,35,,35,4,8,475,475,116951376,17,34,3536673,0,0,0,0,0,0,492,509,120488049,-9.87,-11.32
2025-02-01,35,,35,4,8,488,488,126777932,1,2,470685,0,0,0,1,70,1425000,490,560,128673617,-23.75,-28.57
2025-03-01,35,,35,4,8,574,574,125887778,0,0,0,0,0,0,8,337,42238638,582,911,168126416,,
2025-04-01,35,,35,4,8,579,579,146916708,15,30,5482359,2,6,633300,2,64,5750711,598,679,158783078,-3.34,10.95
2025-05-01,35,,35,4,8,621,621,135223690,3,6,985469,1,4,250000,1,33,4125000,626,664,140584159,-15.62,-10.27
2025-06-01,35,,35,4,8,632,632,119929485,4,8,1341911,0,0,0,10,240,39000000,646,880,160271396,-13.07,9.05
2025-07-01,35,,35,4,8,585,585,138083636,8,16,2837341,0,0,0,0,0,0,593,601,140920977,-6.4,-19.76
2025-08-01,35,,35,4,8,474,474,106987068,3,6,985469,1,3,316650,1,55,4942018,479,538,113231205,-33.15,-27.2
2025-09-01,35,,35,4,8,471,471,99678689,12,24,2139272,1,3,316650,2,47,4223179,486,545,106357790,-33.1,-36.77
2025-10-01,35,,35,4,8,492,492,114150868,8,16,2617815,1,3,316650,1,24,1500000,502,535,118585333,-15.61,-15.35
2025-11-01,35,,35,4,8,383,383,90520399,6,12,2087683,1,3,316650,6,244,36369128,396,642,129293860,-19.03,-9.32
2025-12-01,35,,35,4,8,509,509,106083850,6,12,1810214,1,3,316650,9,259,24385643,525,783,132596357,16.21,34.08
2024-01-01,36,,36,1,2,718,718,290950562,48,96,20826580,10,36,5939530,70,2452,396426171,846,3302,714142843,,
2024-02-01,36,,36,1,2,666,666,278200032,60,120,20124257,15,51,7183155,85,5322,852964521,826,6159,1158471965,,
2024-03-01,36,,36,1,2,806,806,291222154,56,112,19217053,11,37,5456778,65,3105,487516031,938,4060,803412016,,
2024-04-01,36,,36,1,2,985,985,377732111,64,128,20136327,18,61,9361167,75,2902,444386211,1142,4076,851615816,,
2024-05-01,36,,36,1,2,1047,1047,423518379,60,120,18576938,24,74,13798628,68,1530,234077517,1199,2771,689971462,,
2024-06-01,36,,36,1,2,927,927,346159207,65,130,21521091,14,48,7368574,76,2421,353151517,1082,3526,728200389,,
2024-07-01,36,,36,1,2,936,936,357508262,42,84,13483690,22,78,13375891,85,3046,464025966,1085,4144,848393809,,
2024-08-01,36,,36,1,2,1023,1023,384082920,53,106,16682000,24,83,13489213,89,2157,325227056,1189,3369,739481189,,
2024-09-01,36,,36,1,2,929,929,370760155,45,90,14751305,21,72,12084067,80,1780,263326493,1075,2871,660922020,,
2024-10-01,36,,36,1,2,1016,1016,447923668,46,92,14534480,17,55,7202004,67,1845,285875491,1146,3008,755535643,,
2024-11-01,36,,36,1,2,775,775,339988629,33,66,10390142,12,40,6593382,86,2611,680224981,906,3492,1037197134,,
2024-12-01,36,,36,1,2,756,756,303027303,50,100,16599752,11,38,5058995,116,3834,563227614,933,4728,887913664,,
2025-01-01,36,,36,1,2,746,746,302763767,30,60,9615273,14,49,7550046,59,1973,295961987,849,2828,615891073,3.9,-14.35
2025-02-01,36,,36,1,2,698,698,324935442,49,98,16514523,8,27,5331673,33,462,62977804,788,1285,409759442,4.8,-79.14
2025-03-01,36,,36,1,2,884,884,384976192,45,90,14769309,18,58,11229342,56,1084,179382141,1003,2116,590356984,,
2025-04-01,36,,36,1,2,862,862,353290127,49,98,16657039,18,63,11843446,61,1817,327858220,990,2840,709648832,-12.49,-30.32
2025-05-01,36,,36,1,2,992,992,412799445,46,92,17339916,20,69,12021694,64,1938,337636256,1122,3091,779797311,-5.25,11.55
2025-06-01,36,,36,1,2,958,958,365700070,28,56,9498033,15,50,8887888,71,1793,348918315,1072,2857,733004306,3.34,-18.97
2025-07-01,36,,36,1,2,876,876,378437548,40,80,13652089,16,52,8599262,61,1883,335332072,993,2891,736020971,-6.41,-30.24
2025-08-01,36,,36,1,2,928,928,395516321,45,90,15721827,14,45,7210083,59,1925,342479040,1046,2988,760927271,-9.29,-11.31
2025-09-01,36,,36,1,2,955,955,416868951,54,108,18725191,12,43,6804392,79,2389,456876387,1100,3495,899274921,2.8,21.73
2025-10-01,36,,36,1,2,962,962,395489228,59,118,20650902,27,91,16486390,78,2293,418478374,1126,3464,851104894,-5.31,15.16
2025-11-01,36,,36,1,2,675,675,285062700,44,88,15090266,13,43,7453384,68,1934,340447907,800,2740,648054257,-12.9,-21.53
2025-12-01,36,,36,1,2,1154,1154,473621704,53,106,18930694,24,79,15341919,168,6332,953558565,1399,7671,1461452882,52.65,62.25
2024-01-01,37,,37,3,5,5556,5556,1517475095,20,40,5333955,6,23,3855046,77,1975,215335594,5659,7594,1741999690,,
2024-02-01,37,,37,3,5,5757,5757,1662776812,37,74,9945973,5,17,3924824,80,2156,316884704,5879,8004,1993532313,,
2024-03-01,37,,37,3,5,6101,6101,1645835212,22,44,6555134,4,15,2533343,68,1520,576568285,6195,7680,2231491974,,
2024-04-01,37,,37,3,5,6482,6482,1783715338,47,94,16096567,4,14,3253233,72,2181,356252134,6605,8771,2159317272,,
2024-05-01,37,,37,3,5,6643,6643,1844851453,52,104,19089678,3,9,2486703,55,1769,165118540,6753,8525,2031546374,,
2024-06-01,37,,37,3,5,5528,5528,1607771140,36,72,11416568,8,28,4236611,68,2740,456367350,5640,8368,2079791669,,
2024-07-01,37,,37,3,5,6138,6138,1748985930,47,94,16945319,5,15,3496703,89,2709,357921537,6279,8956,2127349489,,
2024-08-01,37,,37,3,5,6117,6117,1776847081,55,110,21323846,22,75,15885612,69,3163,459288344,6263,9465,2273344883,,
2024-09-01,37,,37,3,5,5078,5078,1525979763,28,56,8232590,3,9,2486703,70,1742,267609772,5179,6885,1804308828,,
2024-10-01,37,,37,3,5,5773,5773,1704659987,38,76,9581645,6,20,4755507,44,1277,195994505,5861,7146,1914991644,,
2024-11-01,37,,37,3,5,4698,4698,1384398308,28,56,7778978,2,7,1703721,52,1388,180977819,4780,6149,1574858826,,
2024-12-01,37,,37,3,5,4515,4515,1339736676,47,94,16678623,11,37,6613571,49,1569,263999407,4622,6215,1627028277,,
2025-01-01,37,,37,3,5,4924,4924,1466795076,34,68,9564897,3,9,2145872,43,1867,205548266,5004,6868,1684054111,-11.38,-9.56
2025-02-01,37,,37,3,5,5900,5900,1589191407,32,64,8819376,5,17,3423263,74,1697,256894110,6011,7678,1858328156,2.48,-4.07
2025-03-01,37,,37,3,5,6514,6514,1773480618,59,118,17288372,5,16,2987411,72,2225,341906262,6650,8873,2135662663,,
2025-04-01,37,,37,3,5,6140,6140,1811284985,46,92,14336927,5,18,2967806,28,1029,169400863,6219,7279,1997990581,-5.28,-17.01
2025-05-01,37,,37,3,5,5902,5902,1699814130,54,108,11719412,3,9,1947113,47,1330,240127242,6006,7349,1953607897,-11.15,-13.79
2025-06-01,37,,37,3,5,5601,5601,1737489387,36,72,7833200,3,9,1756885,47,1739,243560834,5687,7421,1990640306,1.32,-11.32
2025-07-01,37,,37,3,5,5484,5484,1741696224,62,124,18709979,8,27,6371501,32,1521,228771791,5586,7156,1995549495,-10.65,-20.1
2025-08-01,37,,37,3,5,5003,5003,1546175117,43,86,12035694,9,30,5334529,56,2005,301159176,5111,7124,1864704516,-18.21,-24.73
2025-09-01,37,,37,3,5,5083,5083,1555123825,50,100,13937574,12,38,5370012,44,1606,256744277,5189,6827,1831175688,0.1,-0.84
2025-10-01,37,,37,3,5,4763,4763,1493645584,62,124,15782593,9,29,4721206,38,1213,153850158,4872,6129,1667999541,-17.5,-14.23
2025-11-01,37,,37,3,5,4051,4051,1282801068,40,80,12200843,6,21,3005543,37,1293,131144202,4134,5445,1429151656,-13.77,-11.45
2025-12-01,37,,37,3,5,4228,4228,1311779434,50,100,14414283,9,29,3406443,26,912,143499464,4313,5269,1473099624,-6.36,-15.22
2024-01-01,38,,38,2,4,25,25,7757194,0,0,0,1,4,576676,0,0,0,26,29,8333870,,
2024-02-01,38,,38,2,4,38,38,13215162,0,0,0,4,16,2878696,0,0,0,42,54,16093858,,
2024-03-01,38,,38,2,4,106,106,35509805,0,0,0,2,6,1839465,1,5,732785,109,117,38082055,,
2024-04-01,38,,38,2,4,247,247,81818790,2,4,820000,0,0,0,1,110,19200000,250,361,101838790,,
2024-05-01,38,,38,2,4,190,190,64706950,3,6,1651006,0,0,0,0,0,0,193,196,66357956,,
2024-06-01,38,,38,2,4,197,197,73385029,2,4,1090095,0,0,0,8,217,35241456,207,418,109716580,,
2024-07-01,38,,38,2,4,168,168,55192302,2,4,1200000,12,40,8800000,0,0,0,182,212,65192302,,
2024-08-01,38,,38,2,4,159,159,56220111,2,4,1100000,2,8,2277649,0,0,0,163,171,59597760,,
2024-09-01,38,,38,2,4,208,208,74047882,12,24,4074614,0,0,0,0,0,0,220,232,78122496,,
2024-10-01,38,,38,2,4,183,183,66781069,6,12,2936614,12,47,10241568,1,83,12742210,202,325,92701461,,
2024-11-01,38,,38,2,4,92,92,32196065,0,0,0,1,3,678939,0,0,0,93,95,32875004,,
2024-12-01,38,,38,2,4,35,35,11884143,1,2,695000,0,0,0,1,5,744445,37,42,13323588,,
2025-01-01,38,,38,2,4,34,34,12700867,2,4,1295000,1,4,809303,1,6,1085106,38,48,15890276,36,65.52
2025-02-01,38,,38,2,4,48,48,16614400,1,2,590095,0,0,0,0,0,0,49,50,17204495,26.32,-7.41
2025-03-01,38,,38,2,4,123,123,40450413,1,2,590095,0,0,0,1,51,7500000,125,176,48540508,,
2025-04-01,38,,38,2,4,200,200,79508999,2,4,1289369,0,0,0,1,5,92593,203,209,80890961,-19.03,-42.11
2025-05-01,38,,38,2,4,282,282,87446438,7,14,2421284,0,0,0,2,10,737653,291,306,90605375,48.42,56.12
2025-06-01,38,,38,2,4,175,175,64235518,1,2,209853,0,0,0,5,200,32017267,181,377,96462638,-11.17,-9.81
2025-07-01,38,,38,2,4,208,208,71099973,0,0,0,0,0,0,2,95,14075987,210,303,85175960,23.81,42.92
2025-08-01,38,,38,2,4,215,215,68507714,0,0,0,0,0,0,2,136,19086111,217,351,87593825,35.22,105.26
2025-09-01,38,,38,2,4,173,173,65141395,5,10,2063601,0,0,0,0,0,0,178,183,67204996,-16.83,-21.12
2025-10-01,38,,38,2,4,160,160,61525150,6,12,2448506,1,3,874262,1,5,92593,168,180,64940511,-12.57,-44.62
2025-11-01,38,,38,2,4,84,84,31194882,4,8,2157085,1,3,539271,3,78,13349812,92,173,47241050,-8.7,82.11
2025-12-01,38,,38,2,4,32,32,9017861,1,2,547780,0,0,0,1,6,111111,34,40,9676752,-8.57,-4.76
2024-01-01,39,,39,2,3,1162,1162,386487898,17,34,5266102,19,68,9794500,47,865,67362283,1245,2129,468910783,,
2024-02-01,39,,39,2,3,1355,1355,473558053,22,44,6828347,22,69,13841755,19,893,136361405,1418,2361,630589560,,
2024-03-01,39,,39,2,3,1668,1668,551334788,32,64,11057688,14,45,7764832,49,476,75058578,1763,2253,645215886,,
2024-04-01,39,,39,2,3,1629,1629,584873426,25,50,8094280,17,54,7712305,33,792,84444882,1704,2525,685124893,,
2024-05-01,39,,39,2,3,1513,1513,557245748,36,72,13837107,21,70,11859189,44,1190,115140537,1614,2845,698082581,,
2024-06-01,39,,39,2,3,1483,1483,521734565,31,62,10751537,23,80,15172540,66,1652,202600441,1603,3277,750259083,,
2024-07-01,39,,39,2,3,1607,1607,577701185,31,62,8984896,15,48,6227693,42,739,101672172,1695,2456,694585946,,
2024-08-01,39,,39,2,3,1468,1468,523392698,40,80,13837437,18,56,10157210,29,704,62355879,1555,2308,609743224,,
2024-09-01,39,,39,2,3,1587,1587,584521122,22,44,6884840,17,60,10203271,30,928,93211956,1656,2619,694821189,,
2024-10-01,39,,39,2,3,1641,1641,612375944,45,90,13965231,21,70,9437481,33,860,91524024,1740,2661,727302680,,
2024-11-01,39,,39,2,3,1372,1372,485239735,27,54,8149582,16,54,7179780,35,554,91343996,1450,2034,591913093,,
2024-12-01,39,,39,2,3,1314,1314,459425993,28,56,9485299,9,27,5014917,31,1059,169780620,1382,2456,643706829,,
2025-01-01,39,,39,2,3,1206,1206,435302205,17,34,5206148,21,68,11846245,20,422,44442305,1264,1730,496796903,3.79,-18.74
2025-02-01,39,,39,2,3,1152,1152,409754944,35,70,11615127,60,218,37899616,63,1659,136359217,1310,3099,595628904,-14.98,31.26
2025-03-01,39,,39,2,3,1467,1467,525320713,41,82,12640613,23,84,9423945,59,1608,156192200,1590,3241,703577471,,
2025-04-01,39,,39,2,3,1636,1636,584180273,22,44,6745927,33,108,14011383,42,649,96857886,1733,2437,701795469,0.43,-3.49
2025-05-01,39,,39,2,3,1684,1684,626669807,20,40,6233608,11,39,6384730,101,2254,278434722,1816,4017,917722867,11.3,41.2
2025-06-01,39,,39,2,3,1590,1590,577058610,20,40,6234965,27,82,9929267,63,1515,170492350,1700,3227,763715192,7.22,-1.53
2025-07-01,39,,39,2,3,1393,1393,529660985,35,70,10400706,24,83,14111939,63,1236,132219827,1515,2782,686393457,-13.32,13.27
2025-08-01,39,,39,2,3,1383,1383,521090066,41,82,15033600,16,52,7847204,36,814,63397263,1476,2331,607368133,-5.79,1
2025-09-01,39,,39,2,3,1509,1509,553034127,29,58,10325688,24,78,13435152,72,1717,219615240,1634,3362,796410207,-4.91,28.37
2025-10-01,39,,39,2,3,1507,1507,607661990,34,68,9996096,17,58,10400029,66,1360,151119133,1624,2993,779177248,-8.17,12.48
2025-11-01,39,,39,2,3,1299,1299,467905626,92,184,28075664,24,77,13278697,47,765,113485243,1462,2325,622745230,-5.32,14.31
2025-12-01,39,,39,2,3,1203,1203,446641782,29,58,8653778,16,55,7634582,44,870,124908746,1292,2186,587838888,-8.45,-10.99
2024-01-01,40,,40,3,7,798,798,216955972,23,46,7302905,0,0,0,5,34,3869584,826,878,228128461,,
2024-02-01,40,,40,3,7,854,854,255654187,25,50,5277923,2,6,508392,2,11,1070512,883,921,262511014,,
2024-03-01,40,,40,3,7,926,926,260295092,26,52,6491673,3,10,721557,21,552,87598636,976,1540,355106958,,
2024-04-01,40,,40,3,7,1077,1077,317526944,58,116,12901263,1,3,255000,15,304,38802380,1151,1500,369485587,,
2024-05-01,40,,40,3,7,971,971,277924903,32,64,10783040,7,24,3293354,4,123,19005679,1014,1182,311006976,,
2024-06-01,40,,40,3,7,956,956,250575093,25,50,7460951,5,18,2380711,6,45,5047031,992,1069,265463786,,
2024-07-01,40,,40,3,7,924,924,252704008,38,76,9523275,6,20,2858997,10,117,15544356,978,1137,280630636,,
2024-08-01,40,,40,3,7,981,981,264911481,31,62,7021724,6,18,2550854,9,65,7020276,1027,1126,281504335,,
2024-09-01,40,,40,3,7,840,840,205175663,24,48,5663066,8,28,3564139,4,28,2863008,876,944,217265876,,
2024-10-01,40,,40,3,7,980,980,269188760,30,60,7854422,10,37,14622568,8,173,25936559,1028,1250,317602309,,
2024-11-01,40,,40,3,7,793,793,212849693,26,52,4104111,3,11,1741239,1,6,461539,823,862,219156582,,
2024-12-01,40,,40,3,7,793,793,221617110,31,62,7270921,0,0,0,3,23,5338462,827,878,234226493,,
2025-01-01,40,,40,3,7,977,977,261925991,40,80,9019217,6,20,2834282,3,18,1438681,1026,1095,275218171,22.43,24.72
2025-02-01,40,,40,3,7,1016,1016,276198085,17,34,5152056,1,4,600000,17,299,37516513,1051,1353,319466654,18.97,46.91
2025-03-01,40,,40,3,7,1166,1166,302639495,45,90,11918624,8,30,4654735,6,64,5233627,1225,1350,324446481,,
2025-04-01,40,,40,3,7,1023,1023,286026859,22,44,5585842,1,3,255000,34,743,74814656,1080,1813,366682357,-5.01,20.87
2025-05-01,40,,40,3,7,959,959,257841999,35,70,10452413,2,6,1015172,4,32,3670872,1000,1067,272980456,-1.24,-9.73
2025-06-01,40,,40,3,7,914,914,250190161,42,84,11316093,1,3,815172,22,325,53447665,979,1326,315769091,-4.39,24.04
2025-07-01,40,,40,3,7,929,929,246417446,28,56,6707752,2,6,1070172,8,145,33578053,967,1136,287773423,0.54,-0.09
2025-08-01,40,,40,3,7,929,929,264042821,36,72,8178468,2,7,1387594,30,437,61553390,997,1445,335162273,-5.3,28.33
2025-09-01,40,,40,3,7,835,835,239082065,21,42,5059769,0,0,0,13,277,44877830,869,1154,289019664,-0.6,22.25
2025-10-01,40,,40,3,7,940,940,250345144,12,24,2593136,5,19,2722912,19,304,47960858,976,1287,303622050,-4.08,2.96
2025-11-01,40,,40,3,7,623,623,183925913,22,44,5451920,7,24,7177777,7,62,6394231,659,753,202949841,-21.44,-12.65
2025-12-01,40,,40,3,7,850,850,265771045,18,36,5073152,5,18,2609268,41,599,71911718,914,1503,345365183,7.19,71.18
2024-01-01,41,,41,4,9,708,708,246096725,16,32,7036117,5,16,3703914,10,96,9245759,739,852,266082515,,
2024-02-01,41,,41,4,9,767,767,257211051,10,20,3904748,2,7,1972130,8,79,12152465,787,873,275240394,,
2024-03-01,41,,41,4,9,939,939,316285725,18,36,7179114,3,9,2010014,20,373,47063806,980,1357,372538659,,
2024-04-01,41,,41,4,9,959,959,332883301,22,44,10171091,5,18,3545136,20,200,32544167,1006,1221,379143695,,
2024-05-01,41,,41,4,9,921,921,339826558,22,44,10751846,11,41,8472799,35,298,59210907,989,1304,418262110,,
2024-06-01,41,,41,4,9,830,830,292406417,25,50,12010217,2,7,628800,37,870,137047100,894,1757,442092534,,
2024-07-01,41,,41,4,9,828,828,307789509,22,44,9909648,6,21,4367614,29,383,62144071,885,1276,384210842,,
2024-08-01,41,,41,4,9,922,922,315160419,8,16,3777872,0,0,0,10,216,30554707,940,1154,349492998,,
2024-09-01,41,,41,4,9,771,771,274954146,24,48,11512940,1,3,678020,30,346,62384633,826,1168,349529739,,
2024-10-01,41,,41,4,9,791,791,269370890,28,56,10886574,4,13,2852515,12,129,19651897,835,989,302761876,,
2024-11-01,41,,41,4,9,527,527,179603295,19,38,6366102,4,15,3034479,34,512,116085462,584,1092,305089338,,
2024-12-01,41,,41,4,9,665,665,224403082,17,34,7495138,5,18,2800930,10,231,44945409,697,948,279644559,,
2025-01-01,41,,41,4,9,898,898,297538344,18,36,6465970,3,9,1869921,5,53,8213010,924,996,314087245,26.84,16.9
2025-02-01,41,,41,4,9,684,684,216712299,8,16,3525977,2,7,1128552,5,129,15440806,699,836,236807634,-10.82,-4.24
2025-03-01,41,,41,4,9,920,920,313656660,19,38,7954075,5,17,3534458,31,396,59146466,975,1371,384291659,,
2025-04-01,41,,41,4,9,813,813,297063114,20,40,5998789,3,10,1951491,18,327,56662367,854,1190,361675761,-15.22,-2.54
2025-05-01,41,,41,4,9,841,841,284550866,18,36,8659765,0,0,0,15,242,39337780,874,1119,332548411,-8.69,-14.19
2025-06-01,41,,41,4,9,791,791,283288815,18,36,7582298,11,43,5370093,20,384,63501472,840,1254,359742678,-4.7,-28.63
2025-07-01,41,,41,4,9,749,749,262399945,22,44,7306523,5,18,2429650,24,662,93137124,800,1473,365273242,-9.54,15.44
2025-08-01,41,,41,4,9,678,678,233898303,22,44,9079686,5,16,2930936,21,510,90039844,726,1248,335948769,-26.46,8.15
2025-09-01,41,,41,4,9,652,652,222727786,18,36,8425443,1,4,2876154,23,515,80322224,694,1207,314351607,-15.43,3.34
2025-10-01,41,,41,4,9,746,746,276403847,34,68,15420490,4,13,2786075,29,784,134394734,813,1611,429005146,-5.69,62.89
2025-11-01,41,,41,4,9,542,542,189121445,41,82,15801616,2,7,1788350,19,549,111209891,604,1180,317921302,2.85,8.06
2025-12-01,41,,41,4,9,837,837,261992772,10,20,4004033,8,31,7539549,23,585,80814083,878,1473,354350437,25.86,55.38
2024-01-01,42,,42,1,2,1260,1260,384032130,8,16,2770013,15,52,7476179,23,361,53138782,1306,1689,447417104,,
2024-02-01,42,,42,1,2,1172,1172,350680161,8,16,3203274,12,41,5941308,38,651,81216783,1230,1880,441041526,,
2024-03-01,42,,42,1,2,1334,1334,430106342,99,198,30809956,19,67,11089337,48,894,128631468,1500,2493,600637103,,
2024-04-01,42,,42,1,2,1504,1504,474738982,22,44,6622374,18,62,9693434,23,517,54225679,1567,2127,545280469,,
2024-05-01,42,,42,1,2,1650,1650,520726479,20,40,6049713,29,104,16012273,28,673,118311103,1727,2467,661099568,,
2024-06-01,42,,42,1,2,1609,1609,493262063,8,16,3221298,23,82,13033706,25,612,62254377,1665,2319,571771444,,
2024-07-01,42,,42,1,2,1462,1462,473365932,13,26,4835887,21,73,12339110,28,481,63899863,1524,2042,554440792,,
2024-08-01,42,,42,1,2,1489,1489,480306215,14,28,5338271,10,35,4461172,29,582,79573991,1542,2134,569679649,,
2024-09-01,42,,42,1,2,1362,1362,440597731,11,22,3523174,20,67,9413933,26,551,66827218,1419,2002,520362056,,
2024-10-01,42,,42,1,2,1587,1587,505958029,21,42,7326987,14,46,4939597,27,479,70767220,1649,2154,588991833,,
2024-11-01,42,,42,1,2,1208,1208,404760649,21,42,5291443,13,44,7519714,27,506,60431051,1269,1800,478002857,,
2024-12-01,42,,42,1,2,1260,1260,409962858,5,10,1333512,9,29,4697940,27,800,77300336,1301,2099,493294646,,
2025-01-01,42,,42,1,2,1289,1289,404660804,35,70,10358430,14,47,6915689,23,387,34249622,1361,1793,456184545,2.3,6.16
2025-02-01,42,,42,1,2,1311,1311,447245528,15,30,4984013,13,45,6667334,29,896,173555665,1368,2282,632452540,11.86,21.38
2025-03-01,42,,42,1,2,1618,1618,509691490,21,42,5965759,17,56,6660079,31,647,69425323,1687,2363,591742651,,
2025-04-01,42,,42,1,2,1575,1575,508665471,25,50,8847869,8,30,5487358,37,672,79679940,1645,2327,602680638,4.72,9.4
2025-05-01,42,,42,1,2,1415,1415,445271723,10,20,3312698,10,35,5556940,38,552,73564639,1473,2022,527706000,-14.24,-18.04
2025-06-01,42,,42,1,2,1469,1469,479583794,17,34,6530204,13,43,4972344,37,789,89818811,1536,2335,580905153,-8.7,0.69
2025-07-01,42,,42,1,2,1377,1377,445205777,23,46,7586715,16,60,9628894,28,472,59408931,1444,1955,521830317,-5.81,-4.26
2025-08-01,42,,42,1,2,1246,1246,402340988,31,62,7692248,18,61,8450381,30,461,59867506,1325,1830,478351123,-16.32,-14.25
2025-09-01,42,,42,1,2,1334,1334,438105363,22,44,7734399,9,29,4761589,34,739,94173406,1399,2146,544774757,-2.06,7.19
2025-10-01,42,,42,1,2,1444,1444,486312529,28,56,6835295,26,82,9440593,37,619,67764462,1535,2201,570352879,-9.01,2.18
2025-11-01,42,,42,1,2,1015,1015,336986789,12,24,3943098,19,60,10024686,31,836,75435843,1077,1935,426390416,-15.98,7.5
2025-12-01,42,,42,1,2,1161,1161,418394251,18,36,5768403,17,63,9077365,50,1047,134836612,1246,2307,568076631,-7.86,9.91
2024-01-01,44,,44,1,1,54,54,18991834,10,20,3176941,1,3,542308,1,15,2138549,66,92,24849632,,
2024-02-01,44,,44,1,1,55,55,21930376,17,34,6296936,1,3,542308,1,23,3279109,74,115,32048729,,
2024-03-01,44,,44,1,1,60,60,21774529,9,18,2736473,2,6,1067308,1,16,2281119,72,100,27859429,,
2024-04-01,44,,44,1,1,61,61,21312142,6,12,1874427,1,4,520000,1,5,308333,69,82,24014902,,
2024-05-01,44,,44,1,1,76,76,21973582,9,18,2714710,1,3,40000,0,0,0,86,97,24728292,,
2024-06-01,44,,44,1,1,80,80,23265174,6,12,2035291,0,0,0,0,0,0,86,92,25300465,,
2024-07-01,44,,44,1,1,67,67,21701334,20,40,4565970,3,9,975000,2,35,3825000,92,151,31067304,,
2024-08-01,44,,44,1,1,66,66,18809604,10,20,2825082,1,3,525000,1,5,308333,78,94,22468019,,
2024-09-01,44,,44,1,1,78,78,25722215,7,14,2538782,2,6,1036644,0,0,0,87,98,29297641,,
2024-10-01,44,,44,1,1,82,82,26428693,8,16,2049276,2,6,649644,1,40,4855700,93,144,33983313,,
2024-11-01,44,,44,1,1,63,63,19905270,12,24,3574407,1,3,325000,0,0,0,76,90,23804677,,
